feature_name,raw_name,shortest_path_length,Co-occurrence Count,Cooccurrence P-Value,Odds Ratio,Query Count,feature_importance,p_val,corr,MutualInfoTarget,cui,Target,boring_pred,boring_cot,boring
back problem,"Non-cancer illness code, self-reported | Array 4__back problem",1,997,1,3.185,18149,0,0,-0.003,0.001,C0033213,(Depression) OR (Depressive disorder),A,"The association between the feature 'back problem' and 'Depression OR Depressive disorder' is well known and explained by existing knowledge. Document [0] states that neurodegenerative diseases, especially Alzheimer disease and Parkinson disease, have been associated with higher rates of depression. Document [2] also mentions that neurodegenerative diseases, stroke, multiple sclerosis, seizure disorders, cancer, macular degeneration, and chronic pain have been associated with higher rates of depression. Document [3] discusses how back pain can be a symptom in patients with hysteria, malingering, anxiety, depression, and hypochondriasis. Document [28] also states that low back pain may be a major symptom in patients with hysteria, malingering, anxiety, depression, and hypochondriasis. Therefore, the association between the feature 'back problem' and 'Depression OR Depressive disorder' is well known and explained by existing knowledge.",TRUE
diabetes,"Non-cancer illness code, self-reported | Array 2__diabetes",1,23588,1,1.345,992085,0,0,-0.001,0,C0011847,(Depression) OR (Depressive disorder),A,"The association between diabetes and depression is a well-established risk factor. Document [0] mentions that comorbid medical illnesses like diabetes increase the prevalence of depression in the elderly. Document [1] states that depression can aggravate medical comorbidities such as diabetes, and Document [4] mentions that depression increases the chances of medical co-morbidity in the elderly, including diabetes. Document [10] also states that neurodegenerative diseases, including diabetes, are associated with higher rates of depression. Furthermore, Document [14] mentions that individuals with depression have a higher risk of being classified as having obesity, which is also associated with diabetes. Document [20] states that the age-standardized DALY rates for diabetes increased by 25.9% globally, and Document [22] mentions that diabetes is a risk factor for depression. Document [23] also states that the Mediterranean diet, which is associated with a lower risk of diabetes, can also reduce the risk of depression. Therefore, the association between diabetes and depression is well-known and explained by existing knowledge.",TRUE
epilepsy,"Non-cancer illness code, self-reported | Array 1__epilepsy",1,8693,1,2.652,189582,0,0,-0.001,0,C0014544,(Depression) OR (Depressive disorder),A,"The relationship between epilepsy and depression is a complex one, and while there is some evidence to suggest a link between the two, it is not entirely clear. However, Document [21] mentions that women with epilepsy have a small increased risk of pregnancy complications, including depression. Document [8] also mentions that epilepsy is a comorbid medical illness that can be associated with depression. Furthermore, Document [13] mentions that neurodegenerative diseases, including epilepsy, are associated with higher rates of depression. Therefore, while the relationship is not entirely clear, there is some evidence to suggest that epilepsy may be a risk factor for depression.",TRUE
heart attack,"Non-cancer illness code, self-reported | Array 0__heart attack",1,8310,1,1.526,307567,0,0,0,0,C0027051,(Depression) OR (Depressive disorder),A,"The relationship between heart attack and depression is well established in medical literature. Studies have shown that individuals who have experienced a heart attack are at a higher risk of developing depression. This is because heart attack can lead to significant stress, anxiety, and trauma, which can trigger or exacerbate depressive symptoms. Additionally, the physical and emotional toll of a heart attack can also contribute to the development of depression. Furthermore, depression can also have a negative impact on cardiovascular health, making it a bidirectional relationship. Therefore, the association between heart attack and depression is well known and is part of known risk factors.",TRUE
hypertension,"Non-cancer illness code, self-reported | Array 0__hypertension",1,14785,1,1.255,662699,0.001,0,0.002,0.013,C0020538,(Depression) OR (Depressive disorder),A,"The association between 'hypertension' and 'Depression OR Depressive disorder' is well established in the medical literature. Hypertension is a known risk factor for depression, and studies have shown that individuals with hypertension are more likely to develop depressive symptoms. This association is thought to be due to the physiological effects of hypertension on the brain and nervous system, as well as the psychological impact of living with a chronic illness. Therefore, the feature 'Non-cancer illness code, self-reported | Array 0--hypertension' is a known risk factor for 'Depression OR Depressive disorder'.",TRUE
hypothyroidism,"Non-cancer illness code, self-reported | Array 2__hypothyroidism",1,1768,1,1.831,54672,0,0,0,0,C0020676,(Depression) OR (Depressive disorder),A,"The association between hypothyroidism and depression is supported by multiple documents. Document [0] mentions that hypothyroidism is frequently associated with features of depression, and improvement in mood usually follows normalization of thyroid function. Document [7] states that subclinical hypothyroidism is associated with a higher risk of depression, and document [10] lists hypothyroidism as one of the neuroendocrine conditions most closely associated with depression. Document [7] also mentions that a meta-analysis found a 1.7 times higher risk of depression scores associated with a diagnosis of subclinical hypothyroidism. Therefore, the association between hypothyroidism and depression is well known and supported by existing knowledge.",TRUE
incontinence,"Non-cancer illness code, self-reported | Array 4__incontinence",1,1997,1,1.589,70861,0,0,-0.001,0,C0021167,(Depression) OR (Depressive disorder),A,"The relationship between incontinence and depression is a complex one, and while there are some studies that suggest a link between the two, the exact nature of this relationship is not fully understood. However, based on the provided documents, we can see that incontinence is mentioned as a potential risk factor for depression, particularly in the elderly. For example, Document [42] states that the association of depressive symptoms and urinary incontinence among older adults is a significant concern. Additionally, Document [43] suggests that incontinence may be a risk factor for depression in primary care patients with chronic, recurrent depression. Furthermore, Document [44] notes that women with depression are at a higher risk of developing urinary incontinence. Therefore, while the exact nature of the relationship between incontinence and depression is not fully understood, there is some evidence to suggest that incontinence may be a risk factor for depression, particularly in vulnerable populations such as the elderly and women.",TRUE
infarction,"Non-cancer illness code, self-reported | Array 0__infarction",1,10071,1,1.377,411998,0.002,0,0,0,C0021308,(Depression) OR (Depressive disorder),A,"The feature 'Non-cancer illness code, self-reported | Array 0--infarction' is related to the target disease 'Depression OR Depressive disorder' as it is a known risk factor for depression. The relationship between cerebrovascular accidents, such as infarction, and depression is well established in the literature. Studies have shown that individuals who have experienced a stroke or infarction are at an increased risk of developing depression. This is likely due to the physical and emotional trauma associated with these events, as well as the potential for underlying medical conditions to contribute to the development of depression. Therefore, the association between the feature 'infarction' and 'Depression OR Depressive disorder' is well known and explained by existing knowledge.",TRUE
irritable bowel,"Non-cancer illness code, self-reported | Array 2__irritable bowel",1,2141,1,6.823,19363,0,0,0,0,C0022104,(Depression) OR (Depressive disorder),A,"The association between irritable bowel and depression is well established in the medical literature. Irritable bowel syndrome (IBS) is a common gastrointestinal disorder that is often comorbid with depression. Studies have shown that individuals with IBS are at a higher risk of developing depression, and conversely, individuals with depression are more likely to experience IBS symptoms. The exact mechanisms underlying this association are not fully understood, but it is thought to involve the bidirectional relationship between the gut-brain axis and the impact of stress and anxiety on both conditions. Therefore, the association between irritable bowel and depression is well known and is part of the known risk factors.",TRUE
medication amitriptyline,Treatment/medication code | Array 0__amitriptyline,1,900,1,22.782,3065,0.004,0,-0.002,0.002,C0002600,(Depression) OR (Depressive disorder),A,"Amitriptyline is a tricyclic antidepressant that is FDA-approved to treat depression in adults. It is also used off-label to treat chronic pain syndrome, anxiety, and insomnia. However, it has a considerable side effect profile and is no longer commonly used as a first-line agent to treat depression. The use of amitriptyline is associated with an increased risk of depression, which is a known risk factor. This is because amitriptyline can induce depressive mood disturbances, and its use is often associated with a higher risk of developing depression. Therefore, the association between the feature'medication amitriptyline' and 'Depression OR Depressive disorder' is well known and explained by existing knowledge.",TRUE
medication citalopram,Treatment/medication code | Array 0__citalopram,1,2218,1,74.356,3856,0.018,0,-0.004,0.003,C0008845,(Depression) OR (Depressive disorder),A,"The association between the feature'medication citalopram' and 'Depression OR Depressive disorder' is well known. Citalopram is a selective serotonin reuptake inhibitor (SSRI), a type of antidepressant medication. SSRIs, including citalopram, are commonly used to treat depression and are known to have a positive effect on the condition. The mechanism of action of citalopram involves increasing the levels of serotonin in the brain, which helps to improve mood and reduce symptoms of depression. This is a well-established relationship in the field of psychiatry and is not considered a novel or surprising finding.",TRUE
medication fluoxetine,Treatment/medication code | Array 0__fluoxetine,1,3141,1,63.756,5850,0.002,0,0,0.002,C0016365,(Depression) OR (Depressive disorder),A,"The association between the feature'medication fluoxetine' and 'Depression OR Depressive disorder' is well established in the medical literature. Fluoxetine is a selective serotonin reuptake inhibitor (SSRI) that is commonly used to treat depression and other mood disorders. The mechanism of action of fluoxetine involves the inhibition of serotonin reuptake in presynaptic neurons, which is thought to contribute to its antidepressant effects. Studies have consistently shown that fluoxetine is effective in reducing symptoms of depression and improving mood in individuals with major depressive disorder. Additionally, fluoxetine has been found to have a strong risk-benefit ratio compared to other antidepressants in youth, and is effective for major depressive disorder in older patients. Furthermore, fluoxetine is FDA-approved for administration in pediatric patients with MDD and OCD, and is recommended by the AACAP as a first-line treatment for children and adolescents diagnosed with major depressive disorder. Therefore, the association between the feature'medication fluoxetine' and 'Depression OR Depressive disorder' is well known and established.",TRUE
myocardial infarction,"Non-cancer illness code, self-reported | Array 0__myocardial infarction",1,7899,1,1.516,294250,0,0,0,0,C0027051,(Depression) OR (Depressive disorder),A,"The association between myocardial infarction and depression is well established in medical literature. Myocardial infarction is a known risk factor for depression, and depression can also increase the risk of developing coronary heart disease, possibly through increased platelet aggregation. This relationship is supported by studies that have shown that patients with myocardial infarction are at a higher risk of developing depression, and that depression can impair rehabilitation and increase mortality and medical morbidity in cardiac patients. Therefore, the association between the feature'myocardial infarction' and 'Depression OR Depressive disorder' is well known and explained by existing knowledge.",TRUE
