name,feature_importance,p_val,corr,corr_kendal,support,MutualInfoTarget,raw_name,F.Split-Lift (y==1),F.Split-Support,F.Split-Target % Covered,F.Split-Feature Split,feature_name,cui_nomenclature,feature_level_min_kg_hits,feature_level_sum_kg_hits,sim_score
"Non-cancer illness code, self-reported | Array 0 disc",0.0012,0.04883,-0.017,-0.017,12460,0.0,"Non-cancer illness code, self-reported | Array 0__disc",1.0,12392,99.84,"Non-cancer illness code, self-reported | Array 0__disc < 0.33","Non-cancer illness code, self-reported | Array 0 disc","Non-cancer illness code, self-reported | Array 0 disc",0,0,0.0
Mouth/teeth dental problems_Mouth ulcers|Bleeding gums,0.00119,0.01345,-0.022,-0.022,12460,0.0022,Mouth/teeth dental problems_Mouth ulcers|Bleeding gums,1.01,12324,99.6,Mouth/teeth dental problems_Mouth ulcers|Bleeding gums < 0.50,Mouth/teeth dental problems_Mouth ulcers|Bleeding gums,Mouth/teeth dental problems_Mouth ulcers|Bleeding gums,0,0,0.0
Illnesses of mother_2_Breast cancer,0.00116,0.00095,0.03,0.03,12460,0.00176,Illnesses of mother_2_Breast cancer,0.99,12404,98.96,Illnesses of mother_2_Breast cancer < 0.50,Illnesses of mother_2_Breast cancer,Illnesses of mother_2_Breast cancer,0,0,0.0
Overall health rating_Fair,0.00116,5e-05,0.036,0.036,12460,0.00127,Overall health rating_Fair,1.19,3046,29.13,Overall health rating_Fair >= 0.50,Overall health rating_Fair,Overall health rating_Fair,0,0,0.0
"Non-cancer illness code, self-reported | Array 2 osteoarthritis",0.00115,0.04142,0.018,0.018,12460,0.00346,"Non-cancer illness code, self-reported | Array 2__osteoarthritis",1.35,296,3.21,"Non-cancer illness code, self-reported | Array 2__osteoarthritis >= 0.50","Non-cancer illness code, self-reported | Array 2 osteoarthritis","Non-cancer illness code, self-reported | Array 2 osteoarthritis",0,0,0.0
"Iron deficiency anemias, unspecified or not due to blood loss",0.00115,0.10141,0.02,0.02,12460,0.0,"Iron deficiency anemias, unspecified or not due to blood loss",0.99,12115,95.83,"-1.30 <= Iron deficiency anemias, unspecified or not due to blood loss < 1.30","Iron deficiency anemias, unspecified or not due to blood loss","Iron deficiency anemias, unspecified or not due to blood loss",0,0,0.0
"Non-cancer illness code, self-reported | Array 0 dermatitis",0.00113,0.04002,-0.018,-0.018,12460,0.0,"Non-cancer illness code, self-reported | Array 0__dermatitis",1.0,12404,99.92,"Non-cancer illness code, self-reported | Array 0__dermatitis < 0.29","Non-cancer illness code, self-reported | Array 0 dermatitis","Non-cancer illness code, self-reported | Array 0 dermatitis",0,0,0.0
Job code at visit plant,0.00112,0.00182,0.019,0.019,12460,0.00295,Job code at visit__plant,1.0,12420,99.36,Job code at visit__plant < 0.19,Job code at visit plant,Job code at visit plant,0,0,0.0
Mouth/teeth dental problems_infrequent_,0.00112,0.08955,-0.015,-0.015,12460,0.0,Mouth/teeth dental problems_infrequent_,1.01,12175,98.39,Mouth/teeth dental problems_infrequent_ < 0.50,Mouth/teeth dental problems_infrequent_,Mouth/teeth dental problems_infrequent_,0,0,0.0
Started insulin within one year diagnosis of diabetes_None,0.00111,0.0,-0.074,-0.074,12460,0.00347,Started insulin within one year diagnosis of diabetes_None,1.78,928,13.24,Started insulin within one year diagnosis of diabetes_None < 0.50,Started insulin within one year diagnosis of diabetes_None,Started insulin within one year diagnosis of diabetes_None,0,0,0.0
Treatment/medication code | Array 0 evening,0.00111,0.0683,-0.016,-0.016,12460,0.00171,Treatment/medication code | Array 0__evening,1.0,12417,100.0,Treatment/medication code | Array 0__evening < 0.46,Treatment/medication code | Array 0 evening,Treatment/medication code | Array 0 evening,0,0,0.0
"Non-cancer illness code, self-reported | Array 0 hiatus hernia",0.00105,0.02986,-0.019,-0.019,12460,2e-05,"Non-cancer illness code, self-reported | Array 0__hiatus hernia",1.0,12383,99.84,"Non-cancer illness code, self-reported | Array 0__hiatus hernia < 0.29","Non-cancer illness code, self-reported | Array 0 hiatus hernia","Non-cancer illness code, self-reported | Array 0 hiatus hernia",0,0,0.0
Mineral and other dietary supplements_Glucosamine|Calcium,0.00103,0.01925,0.021,0.021,12460,0.00163,Mineral and other dietary supplements_Glucosamine|Calcium,1.0,12389,98.96,Mineral and other dietary supplements_Glucosamine|Calcium < 0.50,Mineral and other dietary supplements_Glucosamine|Calcium,Mineral and other dietary supplements_Glucosamine|Calcium,0,0,0.0
Age high blood pressure diagnosed_54,0.00101,0.03563,0.019,0.019,12460,0.0,Age high blood pressure diagnosed_54,0.99,12339,98.48,Age high blood pressure diagnosed_54 < 0.50,Age high blood pressure diagnosed_54,Age high blood pressure diagnosed_54,0,0,0.0
Mental health conditions ever diagnosed by a professional depression anxiety,0.00101,0.04439,-0.019,-0.019,12460,0.00163,Mental health conditions ever diagnosed by a professional__depression anxiety,1.01,12172,98.72,Mental health conditions ever diagnosed by a professional__depression anxiety < 0.17,Mental health conditions ever diagnosed by a professional depression anxiety,Mental health conditions ever diagnosed by a professional depression anxiety,0,0,0.0
"Age hay fever, rhinitis or eczema diagnosed_14",0.00101,0.02986,-0.019,-0.019,12460,0.00107,"Age hay fever, rhinitis or eczema diagnosed_14",1.0,12383,99.84,"Age hay fever, rhinitis or eczema diagnosed_14 < 0.50","Age hay fever, rhinitis or eczema diagnosed_14","Age hay fever, rhinitis or eczema diagnosed_14",0,0,0.0
"Non-cancer illness code, self-reported | Array 0 kidney",0.001,0.02871,-0.02,-0.02,12460,0.0047,"Non-cancer illness code, self-reported | Array 0__kidney",1.0,12416,100.0,"Non-cancer illness code, self-reported | Array 0__kidney < 0.35","Non-cancer illness code, self-reported | Array 0 kidney","Non-cancer illness code, self-reported | Array 0 kidney",0,0,0.0
"Non-cancer illness code, self-reported | Array 2 disc",0.001,0.04414,0.014,0.014,12460,0.00147,"Non-cancer illness code, self-reported | Array 2__disc",1.0,12420,99.44,"Non-cancer illness code, self-reported | Array 2__disc < 0.33","Non-cancer illness code, self-reported | Array 2 disc","Non-cancer illness code, self-reported | Array 2 disc",0,0,0.0
Mineral and other dietary supplements_Fish oil (including cod liver oil)|Zinc,0.00099,0.06592,0.016,0.016,12460,0.001,Mineral and other dietary supplements_Fish oil (including cod liver oil)|Zinc,1.0,12387,99.04,Mineral and other dietary supplements_Fish oil (including cod liver oil)|Zinc < 0.50,Mineral and other dietary supplements_Fish oil (including cod liver oil)|Zinc,Mineral and other dietary supplements_Fish oil (including cod liver oil)|Zinc,0,0,0.0
"Non-cancer illness code, self-reported | Array 0 bowel",0.00099,0.0181,-0.021,-0.021,12460,0.0,"Non-cancer illness code, self-reported | Array 0__bowel",1.0,12390,99.92,"Non-cancer illness code, self-reported | Array 0__bowel < 0.23","Non-cancer illness code, self-reported | Array 0 bowel","Non-cancer illness code, self-reported | Array 0 bowel",0,0,0.0
Treatment/medication code | Array 0 diclofenac,0.00097,0.04846,-0.018,-0.018,12460,0.00103,Treatment/medication code | Array 0__diclofenac,1.01,12347,99.6,Treatment/medication code | Array 0__diclofenac < 0.38,Treatment/medication code | Array 0 diclofenac,Treatment/medication code | Array 0 diclofenac,0,0,0.0
Time spend outdoors in summer_7,0.00097,0.01003,0.023,0.023,12460,0.0,Time spend outdoors in summer_7,1.42,323,3.69,Time spend outdoors in summer_7 >= 0.50,Time spend outdoors in summer_7,Time spend outdoors in summer_7,0,0,0.0
"Non-cancer illness code, self-reported | Array 1 hypertension",0.00096,0.00369,0.026,0.026,12460,0.00176,"Non-cancer illness code, self-reported | Array 1__hypertension",1.35,593,6.42,"Non-cancer illness code, self-reported | Array 1__hypertension >= 0.50","Non-cancer illness code, self-reported | Array 1 hypertension","Non-cancer illness code, self-reported | Array 1 hypertension",0,0,0.0
Qualifications_College or University degree|A levels/AS levels or equivalent|O levels/GCSEs or equivalent,0.00095,0.14908,-0.013,-0.013,12460,0.0,Qualifications_College or University degree|A levels/AS levels or equivalent|O levels/GCSEs or equivalent,1.01,12032,97.27,Qualifications_College or University degree|A levels/AS levels or equivalent|O levels/GCSEs or equivalent < 0.50,Qualifications_College or University degree|A levels/AS levels or equivalent|O levels/GCSEs or equivalent,Qualifications_College or University degree|A levels/AS levels or equivalent|O levels/GCSEs or equivalent,0,0,0.0
"Non-cancer illness code, self-reported | Array 0 retinal",0.00091,0.00168,0.03,0.03,12460,0.00102,"Non-cancer illness code, self-reported | Array 0__retinal",1.0,12427,99.28,"Non-cancer illness code, self-reported | Array 0__retinal < 0.40","Non-cancer illness code, self-reported | Array 0 retinal","Non-cancer illness code, self-reported | Array 0 retinal",0,0,0.0
"Non-cancer illness code, self-reported | Array 1 emphysema chronic",0.00091,0.07469,-0.016,-0.016,12460,0.0,"Non-cancer illness code, self-reported | Array 1__emphysema chronic",1.0,12398,99.84,"Non-cancer illness code, self-reported | Array 1__emphysema chronic < 0.23","Non-cancer illness code, self-reported | Array 1 emphysema chronic","Non-cancer illness code, self-reported | Array 1 emphysema chronic",0,0,0.0
Cholesterol in Medium VLDL,0.0009,0.0037,-0.027,-0.025,12460,0.0,Cholesterol in Medium VLDL,1.26,811,8.19,-2.20 <= Cholesterol in Medium VLDL < -0.67,Cholesterol in Medium VLDL,Cholesterol in Medium VLDL,0,0,0.0
"Non-cancer illness code, self-reported | Array 4 problem",0.0009,0.00015,0.034,0.034,12460,0.00314,"Non-cancer illness code, self-reported | Array 4__problem",0.99,12349,98.15,"Non-cancer illness code, self-reported | Array 4__problem < 0.32","Non-cancer illness code, self-reported | Array 4 problem","Non-cancer illness code, self-reported | Array 4 problem",0,0,0.0
Most recent bowel cancer screening_12,0.0009,0.06757,0.016,0.016,12460,0.00234,Most recent bowel cancer screening_12,1.0,12430,99.52,Most recent bowel cancer screening_12 < 0.50,Most recent bowel cancer screening_12,Most recent bowel cancer screening_12,0,0,0.0
Ethnic background_British,0.00089,0.02144,-0.021,-0.021,12460,0.0,Ethnic background_British,1.19,1221,11.64,Ethnic background_British < 0.50,Ethnic background_British,Ethnic background_British,0,0,0.0
"Non-cancer illness code, self-reported | Array 3 high cholesterol",0.00086,0.01599,0.022,0.022,12460,0.0,"Non-cancer illness code, self-reported | Array 3__high cholesterol",1.4,322,3.61,"Non-cancer illness code, self-reported | Array 3__high cholesterol >= 0.29","Non-cancer illness code, self-reported | Array 3 high cholesterol","Non-cancer illness code, self-reported | Array 3 high cholesterol",0,0,0.0
"Non-cancer illness code, self-reported | Array 2 glaucoma",0.00085,0.0,0.043,0.043,12460,0.0,"Non-cancer illness code, self-reported | Array 2__glaucoma",0.99,12416,98.88,"Non-cancer illness code, self-reported | Array 2__glaucoma < 0.50","Non-cancer illness code, self-reported | Array 2 glaucoma","Non-cancer illness code, self-reported | Array 2 glaucoma",0,0,0.0
"Non-cancer illness code, self-reported | Array 3 pneumonia",0.00085,0.00331,0.026,0.026,12460,0.0,"Non-cancer illness code, self-reported | Array 3__pneumonia",1.0,12429,99.36,"Non-cancer illness code, self-reported | Array 3__pneumonia < 0.50","Non-cancer illness code, self-reported | Array 3 pneumonia","Non-cancer illness code, self-reported | Array 3 pneumonia",0,0,0.0
Osteoporosis NOS,0.00084,0.01107,0.011,0.011,12460,0.00133,Osteoporosis NOS,0.99,12331,98.31,-0.07 <= Osteoporosis NOS < 6.10,Osteoporosis NOS,Osteoporosis NOS,0,0,0.0
Most recent bowel cancer screening_0,0.00079,0.03853,0.019,0.019,12460,0.0,Most recent bowel cancer screening_0,1.0,12369,98.8,Most recent bowel cancer screening_0 < 0.50,Most recent bowel cancer screening_0,Most recent bowel cancer screening_0,0,0,0.0
Mental health conditions ever diagnosed by a professional generalized anxiety,0.00075,0.06015,0.018,0.018,12460,0.00133,Mental health conditions ever diagnosed by a professional__generalized anxiety,1.0,12382,99.2,Mental health conditions ever diagnosed by a professional__generalized anxiety < 0.24,Mental health conditions ever diagnosed by a professional generalized anxiety,Mental health conditions ever diagnosed by a professional generalized anxiety,0,0,0.0
Treatment/medication code | Array 0 evening primrose,0.00075,0.0683,-0.016,-0.016,12460,0.00302,Treatment/medication code | Array 0__evening primrose,1.0,12417,100.0,Treatment/medication code | Array 0__evening primrose < 0.46,Treatment/medication code | Array 0 evening primrose,Treatment/medication code | Array 0 evening primrose,0,0,0.0
"Non-cancer illness code, self-reported | Array 4 bowel",0.00073,0.00102,0.025,0.025,12460,0.00119,"Non-cancer illness code, self-reported | Array 4__bowel",1.0,12428,99.36,"Non-cancer illness code, self-reported | Array 4__bowel < 0.22","Non-cancer illness code, self-reported | Array 4 bowel","Non-cancer illness code, self-reported | Array 4 bowel",0,0,0.0
"Non-cancer illness code, self-reported | Array 0 prostate",0.0007,0.02132,-0.021,-0.021,12460,0.00315,"Non-cancer illness code, self-reported | Array 0__prostate",1.01,12377,99.84,"Non-cancer illness code, self-reported | Array 0__prostate < 0.24","Non-cancer illness code, self-reported | Array 0 prostate","Non-cancer illness code, self-reported | Array 0 prostate",0,0,0.0
Treatment/medication code | Array 0 eye,0.00069,0.00729,0.024,0.024,12460,0.0,Treatment/medication code | Array 0__eye,1.0,12408,99.12,Treatment/medication code | Array 0__eye < 0.25,Treatment/medication code | Array 0 eye,Treatment/medication code | Array 0 eye,0,0,0.0
"Non-cancer illness code, self-reported | Array 2 type diabetes",0.00069,0.0,0.047,0.047,12460,0.00319,"Non-cancer illness code, self-reported | Array 2__type diabetes",0.99,12428,99.04,"Non-cancer illness code, self-reported | Array 2__type diabetes < 0.31","Non-cancer illness code, self-reported | Array 2 type diabetes","Non-cancer illness code, self-reported | Array 2 type diabetes",0,0,0.0
Mental health conditions ever diagnosed by a professional anxiety disorder,0.00067,0.06015,0.018,0.018,12460,0.00063,Mental health conditions ever diagnosed by a professional__anxiety disorder,1.0,12382,99.2,Mental health conditions ever diagnosed by a professional__anxiety disorder < 0.24,Mental health conditions ever diagnosed by a professional anxiety disorder,Mental health conditions ever diagnosed by a professional anxiety disorder,0,0,0.0
Treatment/medication code | Array 0 eye drops,0.00062,0.00824,0.024,0.024,12460,0.00236,Treatment/medication code | Array 0__eye drops,1.0,12414,99.2,Treatment/medication code | Array 0__eye drops < 0.26,Treatment/medication code | Array 0 eye drops,Treatment/medication code | Array 0 eye drops,0,0,0.0
Treatment/medication code | Array 0 cream,0.00062,0.0125,-0.023,-0.023,12460,0.00219,Treatment/medication code | Array 0__cream,1.01,12384,99.92,Treatment/medication code | Array 0__cream < 0.34,Treatment/medication code | Array 0 cream,Treatment/medication code | Array 0 cream,0,0,0.0
"Non-cancer illness code, self-reported | Array 3 osteoarthritis",0.00061,0.00119,0.029,0.029,12460,0.00193,"Non-cancer illness code, self-reported | Array 3__osteoarthritis",1.73,173,2.41,"Non-cancer illness code, self-reported | Array 3__osteoarthritis >= 0.50","Non-cancer illness code, self-reported | Array 3 osteoarthritis","Non-cancer illness code, self-reported | Array 3 osteoarthritis",0,0,0.0
Mouth/teeth dental problems_Mouth ulcers|Painful gums,0.00061,0.13668,0.013,0.013,12460,0.0,Mouth/teeth dental problems_Mouth ulcers|Painful gums,1.0,12426,99.52,Mouth/teeth dental problems_Mouth ulcers|Painful gums < 0.50,Mouth/teeth dental problems_Mouth ulcers|Painful gums,Mouth/teeth dental problems_Mouth ulcers|Painful gums,0,0,0.0
(United Kingdom) Year immigrated to UK_infrequent_,0.0006,0.01542,0.022,0.022,12460,0.00276,(United Kingdom) Year immigrated to UK_infrequent_,1.28,632,6.5,(United Kingdom) Year immigrated to UK_infrequent_ >= 0.50,(United Kingdom) Year immigrated to UK_infrequent_,(United Kingdom) Year immigrated to UK_infrequent_,0,0,0.0
Ever had refractive laser eye surgery_No,0.0006,5e-05,0.036,0.036,12460,0.00021,Ever had refractive laser eye surgery_No,1.84,207,3.05,Ever had refractive laser eye surgery_No >= 0.50,Ever had refractive laser eye surgery_No,Ever had refractive laser eye surgery_No,0,0,0.0
Age high blood pressure diagnosed_67,0.00056,0.0362,0.019,0.019,12460,0.00013,Age high blood pressure diagnosed_67,1.0,12413,99.28,Age high blood pressure diagnosed_67 < 0.50,Age high blood pressure diagnosed_67,Age high blood pressure diagnosed_67,0,0,0.0
Age angina diagnosed_56,0.00053,0.18182,0.012,0.012,12460,0.0,Age angina diagnosed_56,1.0,12424,99.52,Age angina diagnosed_56 < 0.50,Age angina diagnosed_56,Age angina diagnosed_56,0,0,0.0
Treatment/medication code | Array 0 primrose,0.00052,0.0683,-0.016,-0.016,12460,0.00097,Treatment/medication code | Array 0__primrose,1.0,12417,100.0,Treatment/medication code | Array 0__primrose < 0.46,Treatment/medication code | Array 0 primrose,Treatment/medication code | Array 0 primrose,0,0,0.0
Home area population density - urban or rural_Scotland - Accessible Rural,0.0005,0.0396,-0.018,-0.018,12460,0.00148,Home area population density - urban or rural_Scotland - Accessible Rural,1.0,12422,100.0,Home area population density - urban or rural_Scotland - Accessible Rural < 0.50,Home area population density - urban or rural_Scotland - Accessible Rural,Home area population density - urban or rural_Scotland - Accessible Rural,0,0,0.0
Most recent bowel cancer screening_Do not know,0.00049,0.00817,0.024,0.024,12460,0.0,Most recent bowel cancer screening_Do not know,1.69,130,1.77,Most recent bowel cancer screening_Do not know >= 0.50,Most recent bowel cancer screening_Do not know,Most recent bowel cancer screening_Do not know,0,0,0.0
"Non-cancer illness code, self-reported | Array 3 migraine",0.00048,0.1149,0.014,0.014,12460,0.00201,"Non-cancer illness code, self-reported | Array 3__migraine",1.0,12405,99.28,"Non-cancer illness code, self-reported | Array 3__migraine < 0.50","Non-cancer illness code, self-reported | Array 3 migraine","Non-cancer illness code, self-reported | Array 3 migraine",0,0,0.0
"Non-cancer illness code, self-reported | Array 1 stroke",0.00048,0.03157,0.019,0.019,12460,0.0,"Non-cancer illness code, self-reported | Array 1__stroke",1.0,12427,99.44,"Non-cancer illness code, self-reported | Array 1__stroke < 0.50","Non-cancer illness code, self-reported | Array 1 stroke","Non-cancer illness code, self-reported | Array 1 stroke",0,0,0.0
"Non-cancer illness code, self-reported | Array 4 kidney",0.00047,0.02228,0.02,0.02,12460,0.0,"Non-cancer illness code, self-reported | Array 4__kidney",1.0,12428,99.44,"Non-cancer illness code, self-reported | Array 4__kidney < 0.39","Non-cancer illness code, self-reported | Array 4 kidney","Non-cancer illness code, self-reported | Array 4 kidney",0,0,0.0
Ever had refractive laser eye surgery_infrequent_,0.00046,6e-05,0.036,0.036,12460,0.0,Ever had refractive laser eye surgery_infrequent_,0.99,12428,99.2,Ever had refractive laser eye surgery_infrequent_ < 0.50,Ever had refractive laser eye surgery_infrequent_,Ever had refractive laser eye surgery_infrequent_,0,0,0.0
"Non-cancer illness code, self-reported | Array 0 glaucoma",0.00045,0.01209,0.022,0.022,12460,0.0,"Non-cancer illness code, self-reported | Array 0__glaucoma",0.99,12385,98.88,"Non-cancer illness code, self-reported | Array 0__glaucoma < 0.50","Non-cancer illness code, self-reported | Array 0 glaucoma","Non-cancer illness code, self-reported | Array 0 glaucoma",0,0,0.0
Age angina diagnosed_infrequent_,0.00045,0.01824,0.021,0.021,12460,0.0,Age angina diagnosed_infrequent_,1.35,392,4.25,Age angina diagnosed_infrequent_ >= 0.50,Age angina diagnosed_infrequent_,Age angina diagnosed_infrequent_,0,0,0.0
Treatment/medication code | Array 0 atorvastatin,0.00045,0.00774,0.024,0.024,12460,0.00107,Treatment/medication code | Array 0__atorvastatin,1.68,137,1.85,Treatment/medication code | Array 0__atorvastatin >= 0.50,Treatment/medication code | Array 0 atorvastatin,Treatment/medication code | Array 0 atorvastatin,0,0,0.0
"Non-cancer illness code, self-reported | Array 0 cholelithiasis gall",0.00044,0.0396,-0.018,-0.018,12460,0.0,"Non-cancer illness code, self-reported | Array 0__cholelithiasis gall",1.0,12422,100.0,"Non-cancer illness code, self-reported | Array 0__cholelithiasis gall < 0.22","Non-cancer illness code, self-reported | Array 0 cholelithiasis gall","Non-cancer illness code, self-reported | Array 0 cholelithiasis gall",0,0,0.0
"Medication for cholesterol, blood pressure or diabetes Medication_Blood pressure medication",0.00043,4e-05,0.037,0.037,12460,0.00301,"Medication for cholesterol, blood pressure or diabetes Medication_Blood pressure medication",1.44,735,8.51,"Medication for cholesterol, blood pressure or diabetes Medication_Blood pressure medication >= 0.50","Medication for cholesterol, blood pressure or diabetes Medication_Blood pressure medication","Medication for cholesterol, blood pressure or diabetes Medication_Blood pressure medication",0,0,0.0
Time spend outdoors in summer_12,0.00043,0.07054,0.016,0.016,12460,0.00274,Time spend outdoors in summer_12,1.0,12371,98.88,Time spend outdoors in summer_12 < 0.50,Time spend outdoors in summer_12,Time spend outdoors in summer_12,0,0,0.0
"Non-cancer illness code, self-reported | Array 4 disorder",0.00042,0.09401,0.014,0.014,12460,0.0,"Non-cancer illness code, self-reported | Array 4__disorder",1.0,12416,99.36,"Non-cancer illness code, self-reported | Array 4__disorder < 0.86","Non-cancer illness code, self-reported | Array 4 disorder","Non-cancer illness code, self-reported | Array 4 disorder",0,0,0.0
"Non-cancer illness code, self-reported | Array 3 disease",0.00042,0.0136,0.022,0.022,12460,0.00064,"Non-cancer illness code, self-reported | Array 3__disease",0.99,12385,98.88,"Non-cancer illness code, self-reported | Array 3__disease < 0.20","Non-cancer illness code, self-reported | Array 3 disease","Non-cancer illness code, self-reported | Array 3 disease",0,0,0.0
"Non-cancer illness code, self-reported | Array 2 eye",0.00042,0.00053,0.027,0.027,12460,0.00253,"Non-cancer illness code, self-reported | Array 2__eye",0.99,12393,98.88,"Non-cancer illness code, self-reported | Array 2__eye < 0.22","Non-cancer illness code, self-reported | Array 2 eye","Non-cancer illness code, self-reported | Array 2 eye",0,0,0.0
"Non-cancer illness code, self-reported | Array 2 diabetes",0.00041,0.00019,0.041,0.041,12460,0.0,"Non-cancer illness code, self-reported | Array 2__diabetes",1.63,172,2.25,"Non-cancer illness code, self-reported | Array 2__diabetes >= 0.73","Non-cancer illness code, self-reported | Array 2 diabetes","Non-cancer illness code, self-reported | Array 2 diabetes",0,0,0.0
Age asthma diagnosed_1,0.00041,0.03933,0.018,0.018,12460,0.0,Age asthma diagnosed_1,1.0,12426,99.44,Age asthma diagnosed_1 < 0.50,Age asthma diagnosed_1,Age asthma diagnosed_1,0,0,0.0
"Non-cancer illness code, self-reported | Array 0 diabetes",0.00041,0.0354,0.019,0.019,12460,0.00052,"Non-cancer illness code, self-reported | Array 0__diabetes",1.45,193,2.25,"Non-cancer illness code, self-reported | Array 0__diabetes >= 0.50","Non-cancer illness code, self-reported | Array 0 diabetes","Non-cancer illness code, self-reported | Array 0 diabetes",0,0,0.0
Treatment/medication code | Array 0 thyroxine,0.0004,0.05163,-0.017,-0.017,12460,0.00107,Treatment/medication code | Array 0__thyroxine,1.0,12426,100.0,Treatment/medication code | Array 0__thyroxine < 0.41,Treatment/medication code | Array 0 thyroxine,Treatment/medication code | Array 0 thyroxine,0,0,0.0
Mental health conditions ever diagnosed by a professional generalized,0.0004,0.06015,0.018,0.018,12460,0.0,Mental health conditions ever diagnosed by a professional__generalized,1.0,12382,99.2,Mental health conditions ever diagnosed by a professional__generalized < 0.24,Mental health conditions ever diagnosed by a professional generalized,Mental health conditions ever diagnosed by a professional generalized,0,0,0.0
"Non-cancer illness code, self-reported | Array 0 gall stones",0.0004,0.0396,-0.018,-0.018,12460,0.00239,"Non-cancer illness code, self-reported | Array 0__gall stones",1.0,12422,100.0,"Non-cancer illness code, self-reported | Array 0__gall stones < 0.22","Non-cancer illness code, self-reported | Array 0 gall stones","Non-cancer illness code, self-reported | Array 0 gall stones",0,0,0.0
Vascular/heart problems diagnosed by doctor_Heart attack|Angina|High blood pressure,0.0004,0.17203,0.012,0.012,12460,0.00021,Vascular/heart problems diagnosed by doctor_Heart attack|Angina|High blood pressure,1.35,133,1.44,Vascular/heart problems diagnosed by doctor_Heart attack|Angina|High blood pressure >= 0.50,Vascular/heart problems diagnosed by doctor_Heart attack|Angina|High blood pressure,Vascular/heart problems diagnosed by doctor_Heart attack|Angina|High blood pressure,0,0,0.0
"Non-cancer illness code, self-reported | Array 0 uterine",0.0004,0.07041,-0.018,-0.018,12460,0.0,"Non-cancer illness code, self-reported | Array 0__uterine",1.0,12404,99.92,"Non-cancer illness code, self-reported | Array 0__uterine < 0.27","Non-cancer illness code, self-reported | Array 0 uterine","Non-cancer illness code, self-reported | Array 0 uterine",0,0,0.0
"Non-cancer illness code, self-reported | Array 3 disc",0.00038,0.00885,0.024,0.024,12460,0.0003,"Non-cancer illness code, self-reported | Array 3__disc",1.0,12426,99.36,"Non-cancer illness code, self-reported | Array 3__disc < 0.33","Non-cancer illness code, self-reported | Array 3 disc","Non-cancer illness code, self-reported | Array 3 disc",0,0,0.0
Gestational diabetes only_infrequent_,0.00038,0.0028,0.027,0.027,12460,0.0,Gestational diabetes only_infrequent_,1.0,12412,99.12,Gestational diabetes only_infrequent_ < 0.50,Gestational diabetes only_infrequent_,Gestational diabetes only_infrequent_,0,0,0.0
Eye problems/disorders_Do not know,0.00037,0.0016,0.028,0.028,12460,0.0,Eye problems/disorders_Do not know,1.8,139,2.01,Eye problems/disorders_Do not know >= 0.50,Eye problems/disorders_Do not know,Eye problems/disorders_Do not know,0,0,0.0
Age high blood pressure diagnosed_56,0.00037,0.1263,0.014,0.014,12460,0.00316,Age high blood pressure diagnosed_56,1.36,162,1.77,Age high blood pressure diagnosed_56 >= 0.50,Age high blood pressure diagnosed_56,Age high blood pressure diagnosed_56,0,0,0.0
"Non-cancer illness code, self-reported | Array 5 problem",0.00035,0.14422,0.013,0.013,12460,0.0,"Non-cancer illness code, self-reported | Array 5__problem",1.0,12403,99.28,"Non-cancer illness code, self-reported | Array 5__problem < 0.50","Non-cancer illness code, self-reported | Array 5 problem","Non-cancer illness code, self-reported | Array 5 problem",0,0,0.0
"Non-cancer illness code, self-reported | Array 0 fibroids",0.00034,0.05519,-0.017,-0.017,12460,0.0,"Non-cancer illness code, self-reported | Array 0__fibroids",1.0,12427,100.0,"Non-cancer illness code, self-reported | Array 0__fibroids < 0.30","Non-cancer illness code, self-reported | Array 0 fibroids","Non-cancer illness code, self-reported | Array 0 fibroids",0,0,0.0
"Non-cancer illness code, self-reported | Array 3 gord",0.00032,0.04473,-0.018,-0.018,12460,0.00069,"Non-cancer illness code, self-reported | Array 3__gord",1.01,12346,99.6,"Non-cancer illness code, self-reported | Array 3__gord < 0.14","Non-cancer illness code, self-reported | Array 3 gord","Non-cancer illness code, self-reported | Array 3 gord",0,0,0.0
(PSA) Time since last prostate specific antigen test_5,0.00032,0.1291,0.014,0.014,12460,0.00266,(PSA) Time since last prostate specific antigen test_5,1.39,137,1.52,(PSA) Time since last prostate specific antigen test_5 >= 0.50,(PSA) Time since last prostate specific antigen test_5,(PSA) Time since last prostate specific antigen test_5,0,0,0.0
"Non-cancer illness code, self-reported | Array 3 reflux",0.00032,0.04473,-0.018,-0.018,12460,0.00565,"Non-cancer illness code, self-reported | Array 3__reflux",1.01,12346,99.6,"Non-cancer illness code, self-reported | Array 3__reflux < 0.28","Non-cancer illness code, self-reported | Array 3 reflux","Non-cancer illness code, self-reported | Array 3 reflux",0,0,0.0
Treatment/medication code | Array 0 drops,0.0003,0.03169,0.021,0.021,12460,0.0,Treatment/medication code | Array 0__drops,1.0,12409,99.2,Treatment/medication code | Array 0__drops < 0.26,Treatment/medication code | Array 0 drops,Treatment/medication code | Array 0 drops,0,0,0.0
"Non-cancer illness code, self-reported | Array 3 eye",0.0003,0.01802,0.024,0.024,12460,0.0,"Non-cancer illness code, self-reported | Array 3__eye",1.0,12427,99.36,"Non-cancer illness code, self-reported | Array 3__eye < 0.74","Non-cancer illness code, self-reported | Array 3 eye","Non-cancer illness code, self-reported | Array 3 eye",0,0,0.0
