name,feature_importance,p_val,corr,corr_kendal,support,MutualInfoTarget,raw_name,F.Split-Lift (y==1),F.Split-Support,F.Split-Target % Covered,F.Split-Feature Split,feature_name,cui_nomenclature,feature_level_min_kg_hits,feature_level_sum_kg_hits,sim_score
Atrial fibrillation and flutter,0.00047,0.09413,-0.006,-0.006,26530,0.0,Atrial fibrillation and flutter,1.17,360,1.58,2.20 <= Atrial fibrillation and flutter < 6.80,Atrial fibrillation and flutter,Atrial fibrillation and flutter,0,0,0.0
"Non-cancer illness code, self-reported | Array 3 allergy",0.00047,0.0,0.035,0.035,26530,0.00027,"Non-cancer illness code, self-reported | Array 3__allergy",0.99,26429,98.98,"Non-cancer illness code, self-reported | Array 3__allergy < 0.18","Non-cancer illness code, self-reported | Array 3 allergy","Non-cancer illness code, self-reported | Array 3 allergy",0,0,0.0
"Qualifications_NVQ or HND or HNC or equivalent|Other professional qualifications eg: nursing, teaching",0.00047,0.10468,-0.01,-0.01,26530,0.0,"Qualifications_NVQ or HND or HNC or equivalent|Other professional qualifications eg: nursing, teaching",1.0,26356,99.59,"Qualifications_NVQ or HND or HNC or equivalent|Other professional qualifications eg: nursing, teaching < 0.50","Qualifications_NVQ or HND or HNC or equivalent|Other professional qualifications eg: nursing, teaching","Qualifications_NVQ or HND or HNC or equivalent|Other professional qualifications eg: nursing, teaching",0,0,0.0
Treatment/medication code | Array 0 gaviscon liquid,0.00046,2e-05,0.026,0.026,26530,0.00048,Treatment/medication code | Array 0__gaviscon liquid,1.0,26495,99.59,Treatment/medication code | Array 0__gaviscon liquid < 0.29,Treatment/medication code | Array 0 gaviscon liquid,Treatment/medication code | Array 0 gaviscon liquid,0,0,0.0
Most recent bowel cancer screening_9,0.00044,0.00016,0.023,0.023,26530,0.0,Most recent bowel cancer screening_9,1.0,26480,99.51,Most recent bowel cancer screening_9 < 0.50,Most recent bowel cancer screening_9,Most recent bowel cancer screening_9,0,0,0.0
"Non-cancer illness code, self-reported | Array 3 malabsorption",0.00044,0.0,0.104,0.104,26530,0.00214,"Non-cancer illness code, self-reported | Array 3__malabsorption",0.99,26492,98.68,"Non-cancer illness code, self-reported | Array 3__malabsorption < 0.23","Non-cancer illness code, self-reported | Array 3 malabsorption","Non-cancer illness code, self-reported | Array 3 malabsorption",0,0,0.0
Treatment/medication code | Array 0 gaviscon,0.00043,2e-05,0.026,0.026,26530,0.0,Treatment/medication code | Array 0__gaviscon,1.0,26495,99.59,Treatment/medication code | Array 0__gaviscon < 0.29,Treatment/medication code | Array 0 gaviscon,Treatment/medication code | Array 0 gaviscon,0,0,0.0
Home area population density - urban or rural_Scotland - Other Urban Area,0.00043,0.07181,-0.011,-0.011,26530,0.00101,Home area population density - urban or rural_Scotland - Other Urban Area,1.0,26274,99.36,Home area population density - urban or rural_Scotland - Other Urban Area < 0.50,Home area population density - urban or rural_Scotland - Other Urban Area,Home area population density - urban or rural_Scotland - Other Urban Area,0,0,0.0
"Non-cancer illness code, self-reported | Array 0 food",0.00042,0.0,0.042,0.042,26530,0.00015,"Non-cancer illness code, self-reported | Array 0__food",1.0,26497,99.43,"Non-cancer illness code, self-reported | Array 0__food < 0.22","Non-cancer illness code, self-reported | Array 0 food","Non-cancer illness code, self-reported | Array 0 food",0,0,0.0
"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor_Blood clot in the leg (DVT)|Hayfever, allergic rhinitis or eczema",0.00042,0.13497,0.009,0.009,26530,0.00134,"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor_Blood clot in the leg (DVT)|Hayfever, allergic rhinitis or eczema",1.0,26458,99.59,"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor_Blood clot in the leg (DVT)|Hayfever, allergic rhinitis or eczema < 0.50","Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor_Blood clot in the leg (DVT)|Hayfever, allergic rhinitis or eczema","Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor_Blood clot in the leg (DVT)|Hayfever, allergic rhinitis or eczema",0,0,0.0
Syncope and collapse,0.00042,0.15024,0.014,0.014,26530,0.00065,Syncope and collapse,0.99,26040,97.36,-4.20 <= Syncope and collapse < 2.10,Syncope and collapse,Syncope and collapse,0,0,0.0
"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor_Prefer not to answer",0.00042,0.09591,-0.01,-0.01,26530,0.0,"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor_Prefer not to answer",1.0,26472,99.92,"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor_Prefer not to answer < 0.50","Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor_Prefer not to answer","Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor_Prefer not to answer",0,0,0.0
"Non-cancer illness code, self-reported | Array 1 tuberculosis tb",0.00041,0.12333,0.009,0.009,26530,0.0015,"Non-cancer illness code, self-reported | Array 1__tuberculosis tb",1.0,26482,99.7,"Non-cancer illness code, self-reported | Array 1__tuberculosis tb < 0.29","Non-cancer illness code, self-reported | Array 1 tuberculosis tb","Non-cancer illness code, self-reported | Array 1 tuberculosis tb",0,0,0.0
"Non-cancer illness code, self-reported | Array 1 atrial",0.0004,0.08349,0.009,0.009,26530,0.00084,"Non-cancer illness code, self-reported | Array 1__atrial",1.0,26458,99.59,"Non-cancer illness code, self-reported | Array 1__atrial < 0.29","Non-cancer illness code, self-reported | Array 1 atrial","Non-cancer illness code, self-reported | Array 1 atrial",0,0,0.0
"Non-cancer illness code, self-reported | Array 1 tuberculosis",0.0004,0.12333,0.009,0.009,26530,0.00312,"Non-cancer illness code, self-reported | Array 1__tuberculosis",1.0,26482,99.7,"Non-cancer illness code, self-reported | Array 1__tuberculosis < 0.29","Non-cancer illness code, self-reported | Array 1 tuberculosis","Non-cancer illness code, self-reported | Array 1 tuberculosis",0,0,0.0
"Non-cancer illness code, self-reported | Array 3 coeliac",0.00039,0.0,0.104,0.104,26530,0.00301,"Non-cancer illness code, self-reported | Array 3__coeliac",0.99,26492,98.68,"Non-cancer illness code, self-reported | Array 3__coeliac < 0.23","Non-cancer illness code, self-reported | Array 3 coeliac","Non-cancer illness code, self-reported | Array 3 coeliac",0,0,0.0
"Non-cancer illness code, self-reported | Array 3 fracture",0.00039,0.09744,-0.01,-0.01,26530,0.0,"Non-cancer illness code, self-reported | Array 3__fracture",1.0,26430,99.81,"Non-cancer illness code, self-reported | Array 3__fracture < 0.34","Non-cancer illness code, self-reported | Array 3 fracture","Non-cancer illness code, self-reported | Array 3 fracture",0,0,0.0
(United Kingdom) Year immigrated to UK_1966,0.00039,0.00236,0.019,0.019,26530,0.0,(United Kingdom) Year immigrated to UK_1966,1.0,26464,99.47,(United Kingdom) Year immigrated to UK_1966 < 0.50,(United Kingdom) Year immigrated to UK_1966,(United Kingdom) Year immigrated to UK_1966,0,0,0.0
"Non-cancer illness code, self-reported | Array 1 cholelithiasis gall",0.00039,0.0712,0.011,0.011,26530,0.00036,"Non-cancer illness code, self-reported | Array 1__cholelithiasis gall",1.0,26385,99.21,"Non-cancer illness code, self-reported | Array 1__cholelithiasis gall < 0.22","Non-cancer illness code, self-reported | Array 1 cholelithiasis gall","Non-cancer illness code, self-reported | Array 1 cholelithiasis gall",0,0,0.0
"Non-cancer illness code, self-reported | Array 2 myxoedema",0.00039,0.0,0.03,0.03,26530,0.002,"Non-cancer illness code, self-reported | Array 2__myxoedema",0.99,26278,98.19,"Non-cancer illness code, self-reported | Array 2__myxoedema < 0.29","Non-cancer illness code, self-reported | Array 2 myxoedema","Non-cancer illness code, self-reported | Array 2 myxoedema",0,0,0.0
Mineral and other dietary supplements_Fish oil (including cod liver oil)|Glucosamine|Calcium,0.00038,0.00097,0.02,0.02,26530,0.0,Mineral and other dietary supplements_Fish oil (including cod liver oil)|Glucosamine|Calcium,1.48,419,2.34,Mineral and other dietary supplements_Fish oil (including cod liver oil)|Glucosamine|Calcium >= 0.50,Mineral and other dietary supplements_Fish oil (including cod liver oil)|Glucosamine|Calcium,Mineral and other dietary supplements_Fish oil (including cod liver oil)|Glucosamine|Calcium,0,0,0.0
"Non-cancer illness code, self-reported | Array 3 anaemia",0.00037,0.0,0.036,0.036,26530,0.0,"Non-cancer illness code, self-reported | Array 3__anaemia",0.99,26464,99.21,"Non-cancer illness code, self-reported | Array 3__anaemia < 0.21","Non-cancer illness code, self-reported | Array 3 anaemia","Non-cancer illness code, self-reported | Array 3 anaemia",0,0,0.0
Mouth/teeth dental problems_Prefer not to answer,0.00037,0.12912,-0.009,-0.009,26530,0.0,Mouth/teeth dental problems_Prefer not to answer,1.0,26423,99.77,Mouth/teeth dental problems_Prefer not to answer < 0.50,Mouth/teeth dental problems_Prefer not to answer,Mouth/teeth dental problems_Prefer not to answer,0,0,0.0
Mineral and other dietary supplements_Calcium,0.00037,0.0,0.074,0.074,26530,0.00413,Mineral and other dietary supplements_Calcium,2.32,738,6.45,Mineral and other dietary supplements_Calcium >= 0.50,Mineral and other dietary supplements_Calcium,Mineral and other dietary supplements_Calcium,0,0,0.0
Most recent bowel cancer screening_infrequent_,0.00036,0.0,0.03,0.03,26530,0.00111,Most recent bowel cancer screening_infrequent_,0.99,26329,98.45,Most recent bowel cancer screening_infrequent_ < 0.50,Most recent bowel cancer screening_infrequent_,Most recent bowel cancer screening_infrequent_,0,0,0.0
(United Kingdom) Year immigrated to UK_infrequent_,0.00036,0.01392,-0.015,-0.015,26530,0.00224,(United Kingdom) Year immigrated to UK_infrequent_,1.01,25827,98.08,(United Kingdom) Year immigrated to UK_infrequent_ < 0.50,(United Kingdom) Year immigrated to UK_infrequent_,(United Kingdom) Year immigrated to UK_infrequent_,0,0,0.0
"Non-cancer illness code, self-reported | Array 3 eczema",0.00036,0.00291,0.018,0.018,26530,0.0011,"Non-cancer illness code, self-reported | Array 3__eczema",1.0,26463,99.47,"Non-cancer illness code, self-reported | Array 3__eczema < 0.29","Non-cancer illness code, self-reported | Array 3 eczema","Non-cancer illness code, self-reported | Array 3 eczema",0,0,0.0
Age asthma diagnosed_25,0.00036,0.04814,0.012,0.012,26530,0.00039,Age asthma diagnosed_25,1.0,26467,99.59,Age asthma diagnosed_25 < 0.50,Age asthma diagnosed_25,Age asthma diagnosed_25,0,0,0.0
"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor_Emphysema/chronic bronchitis|Asthma|Hayfever, allergic rhinitis or eczema",0.00036,0.06571,0.011,0.011,26530,0.0,"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor_Emphysema/chronic bronchitis|Asthma|Hayfever, allergic rhinitis or eczema",1.0,26434,99.43,"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor_Emphysema/chronic bronchitis|Asthma|Hayfever, allergic rhinitis or eczema < 0.50","Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor_Emphysema/chronic bronchitis|Asthma|Hayfever, allergic rhinitis or eczema","Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor_Emphysema/chronic bronchitis|Asthma|Hayfever, allergic rhinitis or eczema",0,0,0.0
Cholesterol in Large VLDL,0.00034,0.0196,-0.01,-0.01,26530,0.0,Cholesterol in Large VLDL,1.01,25774,97.85,-3.70 <= Cholesterol in Large VLDL < 2.50,Cholesterol in Large VLDL,Cholesterol in Large VLDL,0,0,0.0
Ethnic background_Other ethnic group,0.00033,0.0226,-0.014,-0.014,26530,0.00132,Ethnic background_Other ethnic group,1.0,26283,99.47,Ethnic background_Other ethnic group < 0.50,Ethnic background_Other ethnic group,Ethnic background_Other ethnic group,0,0,0.0
Mental health conditions ever diagnosed by a professional disorder,0.00033,4e-05,0.022,0.022,26530,0.00371,Mental health conditions ever diagnosed by a professional__disorder,1.08,360,1.47,0.24 <= Mental health conditions ever diagnosed by a professional__disorder < 0.38,Mental health conditions ever diagnosed by a professional disorder,Mental health conditions ever diagnosed by a professional disorder,0,0,0.0
"Non-cancer illness code, self-reported | Array 2 anaemia",0.00031,0.0,0.038,0.038,26530,0.0,"Non-cancer illness code, self-reported | Array 2__anaemia",0.99,26442,99.02,"Non-cancer illness code, self-reported | Array 2__anaemia < 0.21","Non-cancer illness code, self-reported | Array 2 anaemia","Non-cancer illness code, self-reported | Array 2 anaemia",0,0,0.0
Treatment/medication code | Array 0 diclofenac,0.0003,0.03932,-0.013,-0.013,26530,0.0,Treatment/medication code | Array 0__diclofenac,1.0,26283,99.43,Treatment/medication code | Array 0__diclofenac < 0.39,Treatment/medication code | Array 0 diclofenac,Treatment/medication code | Array 0 diclofenac,0,0,0.0
Mental health conditions ever diagnosed by a professional eating disorder,0.00029,0.0,0.033,0.033,26530,0.0,Mental health conditions ever diagnosed by a professional__eating disorder,1.0,26470,99.28,Mental health conditions ever diagnosed by a professional__eating disorder < 0.22,Mental health conditions ever diagnosed by a professional eating disorder,Mental health conditions ever diagnosed by a professional eating disorder,0,0,0.0
"Non-cancer illness code, self-reported | Array 3 anaphylactic reaction",0.00029,4e-05,0.024,0.024,26530,0.00111,"Non-cancer illness code, self-reported | Array 3__anaphylactic reaction",1.0,26464,99.4,"Non-cancer illness code, self-reported | Array 3__anaphylactic reaction < 0.19","Non-cancer illness code, self-reported | Array 3 anaphylactic reaction","Non-cancer illness code, self-reported | Array 3 anaphylactic reaction",0,0,0.0
"Non-cancer illness code, self-reported | Array 0 joint disorder",0.00029,0.10436,-0.01,-0.01,26530,0.00074,"Non-cancer illness code, self-reported | Array 0__joint disorder",1.0,26459,99.89,"Non-cancer illness code, self-reported | Array 0__joint disorder < 0.31","Non-cancer illness code, self-reported | Array 0 joint disorder","Non-cancer illness code, self-reported | Array 0 joint disorder",0,0,0.0
"Non-cancer illness code, self-reported | Array 3 gout",0.00028,0.00283,0.018,0.018,26530,0.00099,"Non-cancer illness code, self-reported | Array 3__gout",1.0,26482,99.59,"Non-cancer illness code, self-reported | Array 3__gout < 0.50","Non-cancer illness code, self-reported | Array 3 gout","Non-cancer illness code, self-reported | Array 3 gout",0,0,0.0
"Non-cancer illness code, self-reported | Array 3 anaphylactic",0.00028,4e-05,0.024,0.024,26530,0.00084,"Non-cancer illness code, self-reported | Array 3__anaphylactic",1.0,26464,99.4,"Non-cancer illness code, self-reported | Array 3__anaphylactic < 0.19","Non-cancer illness code, self-reported | Array 3 anaphylactic","Non-cancer illness code, self-reported | Array 3 anaphylactic",0,0,0.0
"Non-cancer illness code, self-reported | Array 2 hypothyroidism myxoedema",0.00028,0.0,0.03,0.03,26530,0.0,"Non-cancer illness code, self-reported | Array 2__hypothyroidism myxoedema",0.99,26278,98.19,"Non-cancer illness code, self-reported | Array 2__hypothyroidism myxoedema < 0.29","Non-cancer illness code, self-reported | Array 2 hypothyroidism myxoedema","Non-cancer illness code, self-reported | Array 2 hypothyroidism myxoedema",0,0,0.0
Mineral and other dietary supplements_Calcium|Iron,0.00028,0.0,0.052,0.052,26530,6e-05,Mineral and other dietary supplements_Calcium|Iron,0.99,26468,99.02,Mineral and other dietary supplements_Calcium|Iron < 0.50,Mineral and other dietary supplements_Calcium|Iron,Mineral and other dietary supplements_Calcium|Iron,0,0,0.0
Treatment/medication code | Array 0 unable,0.00027,0.00358,0.018,0.018,26530,0.0,Treatment/medication code | Array 0__unable,1.39,497,2.6,Treatment/medication code | Array 0__unable >= 0.17,Treatment/medication code | Array 0 unable,Treatment/medication code | Array 0 unable,0,0,0.0
Age asthma diagnosed_28,0.00027,0.02506,0.014,0.014,26530,0.0,Age asthma diagnosed_28,1.0,26498,99.74,Age asthma diagnosed_28 < 0.50,Age asthma diagnosed_28,Age asthma diagnosed_28,0,0,0.0
"Non-cancer illness code, self-reported | Array 1 heart arrhythmia",0.00026,0.07659,-0.011,-0.011,26530,0.0,"Non-cancer illness code, self-reported | Array 1__heart arrhythmia",1.0,26484,99.96,"Non-cancer illness code, self-reported | Array 1__heart arrhythmia < 0.31","Non-cancer illness code, self-reported | Array 1 heart arrhythmia","Non-cancer illness code, self-reported | Array 1 heart arrhythmia",0,0,0.0
Treatment/medication code | Array 0 coded,0.00025,0.00358,0.018,0.018,26530,0.0,Treatment/medication code | Array 0__coded,1.39,497,2.6,Treatment/medication code | Array 0__coded >= 0.17,Treatment/medication code | Array 0 coded,Treatment/medication code | Array 0 coded,0,0,0.0
"Non-cancer illness code, self-reported | Array 6 disorder",0.00025,0.00145,0.02,0.02,26530,0.0033,"Non-cancer illness code, self-reported | Array 6__disorder",1.0,26497,99.66,"Non-cancer illness code, self-reported | Array 6__disorder < 0.36","Non-cancer illness code, self-reported | Array 6 disorder","Non-cancer illness code, self-reported | Array 6 disorder",0,0,0.0
"Non-cancer illness code, self-reported | Array 0 stomach",0.00025,0.08899,0.01,0.01,26530,0.0,"Non-cancer illness code, self-reported | Array 0__stomach",1.0,26467,99.62,"Non-cancer illness code, self-reported | Array 0__stomach < 0.23","Non-cancer illness code, self-reported | Array 0 stomach","Non-cancer illness code, self-reported | Array 0 stomach",0,0,0.0
"Non-cancer illness code, self-reported | Array 5 fracture",0.00025,0.00123,0.02,0.02,26530,0.00019,"Non-cancer illness code, self-reported | Array 5__fracture",1.0,26485,99.59,"Non-cancer illness code, self-reported | Array 5__fracture < 0.50","Non-cancer illness code, self-reported | Array 5 fracture","Non-cancer illness code, self-reported | Array 5 fracture",0,0,0.0
"Long-standing illness, disability or infirmity_None",0.00024,0.06305,-0.011,-0.011,26530,0.0,"Long-standing illness, disability or infirmity_None",1.0,26481,99.96,"Long-standing illness, disability or infirmity_None < 0.50","Long-standing illness, disability or infirmity_None","Long-standing illness, disability or infirmity_None",0,0,0.0
"Age hay fever, rhinitis or eczema diagnosed_38",0.00024,0.01334,0.015,0.015,26530,0.0,"Age hay fever, rhinitis or eczema diagnosed_38",1.0,26475,99.59,"Age hay fever, rhinitis or eczema diagnosed_38 < 0.50","Age hay fever, rhinitis or eczema diagnosed_38","Age hay fever, rhinitis or eczema diagnosed_38",0,0,0.0
"Non-cancer illness code, self-reported | Array 0 polyps",0.00023,0.17466,-0.008,-0.008,26530,0.0,"Non-cancer illness code, self-reported | Array 0__polyps",1.0,26495,99.96,"Non-cancer illness code, self-reported | Array 0__polyps < 0.69","Non-cancer illness code, self-reported | Array 0 polyps","Non-cancer illness code, self-reported | Array 0 polyps",0,0,0.0
Angina pectoris,0.00023,0.06431,0.01,0.01,26530,0.0,Angina pectoris,1.16,344,1.51,Angina pectoris < -2.50,Angina pectoris,Angina pectoris,0,0,0.0
"Non-cancer illness code, self-reported | Array 1 anaphylactic",0.00023,0.00048,0.021,0.021,26530,0.00247,"Non-cancer illness code, self-reported | Array 1__anaphylactic",1.0,26420,99.17,"Non-cancer illness code, self-reported | Array 1__anaphylactic < 0.18","Non-cancer illness code, self-reported | Array 1 anaphylactic","Non-cancer illness code, self-reported | Array 1 anaphylactic",0,0,0.0
"Non-cancer illness code, self-reported | Array 1 reaction",0.00023,0.00048,0.021,0.021,26530,0.0,"Non-cancer illness code, self-reported | Array 1__reaction",1.0,26420,99.17,"Non-cancer illness code, self-reported | Array 1__reaction < 0.18","Non-cancer illness code, self-reported | Array 1 reaction","Non-cancer illness code, self-reported | Array 1 reaction",0,0,0.0
Treatment/medication code | Array 0 azathioprine,0.00022,0.00013,0.023,0.023,26530,0.0,Treatment/medication code | Array 0__azathioprine,1.0,26486,99.55,Treatment/medication code | Array 0__azathioprine < 0.50,Treatment/medication code | Array 0 azathioprine,Treatment/medication code | Array 0 azathioprine,0,0,0.0
Mental health conditions ever diagnosed by a professional manic,0.0002,0.07846,-0.011,-0.011,26530,0.00264,Mental health conditions ever diagnosed by a professional__manic,1.0,26481,99.96,Mental health conditions ever diagnosed by a professional__manic < 0.08,Mental health conditions ever diagnosed by a professional manic,Mental health conditions ever diagnosed by a professional manic,0,0,0.0
"Non-cancer illness code, self-reported | Array 1 gestational",0.0002,0.08513,0.004,0.004,26530,0.0,"Non-cancer illness code, self-reported | Array 1__gestational",1.0,26492,99.81,"Non-cancer illness code, self-reported | Array 1__gestational < 0.19","Non-cancer illness code, self-reported | Array 1 gestational","Non-cancer illness code, self-reported | Array 1 gestational",0,0,0.0
"Non-cancer illness code, self-reported | Array 0 anaphylactic reaction",0.0002,0.0,0.027,0.027,26530,0.00133,"Non-cancer illness code, self-reported | Array 0__anaphylactic reaction",1.0,26466,99.36,"Non-cancer illness code, self-reported | Array 0__anaphylactic reaction < 0.19","Non-cancer illness code, self-reported | Array 0 anaphylactic reaction","Non-cancer illness code, self-reported | Array 0 anaphylactic reaction",0,0,0.0
Mouth/teeth dental problems_infrequent_,0.0002,0.0036,0.018,0.018,26530,0.0,Mouth/teeth dental problems_infrequent_,1.42,422,2.26,Mouth/teeth dental problems_infrequent_ >= 0.50,Mouth/teeth dental problems_infrequent_,Mouth/teeth dental problems_infrequent_,0,0,0.0
"Non-cancer illness code, self-reported | Array 0 crohns disease",0.00019,0.00031,0.022,0.022,26530,0.0,"Non-cancer illness code, self-reported | Array 0__crohns disease",1.0,26478,99.51,"Non-cancer illness code, self-reported | Array 0__crohns disease < 0.33","Non-cancer illness code, self-reported | Array 0 crohns disease","Non-cancer illness code, self-reported | Array 0 crohns disease",0,0,0.0
Mouth/teeth dental problems_Mouth ulcers|Toothache,0.00019,0.07776,0.011,0.011,26530,0.0,Mouth/teeth dental problems_Mouth ulcers|Toothache,1.0,26392,99.25,Mouth/teeth dental problems_Mouth ulcers|Toothache < 0.50,Mouth/teeth dental problems_Mouth ulcers|Toothache,Mouth/teeth dental problems_Mouth ulcers|Toothache,0,0,0.0
"Non-cancer illness code, self-reported | Array 3 chronic",0.00019,0.04401,0.011,0.011,26530,0.0,"Non-cancer illness code, self-reported | Array 3__chronic",1.0,26477,99.62,"Non-cancer illness code, self-reported | Array 3__chronic < 0.60","Non-cancer illness code, self-reported | Array 3 chronic","Non-cancer illness code, self-reported | Array 3 chronic",0,0,0.0
"Non-cancer illness code, self-reported | Array 1 allergy anaphylactic",0.00017,0.00048,0.021,0.021,26530,0.0,"Non-cancer illness code, self-reported | Array 1__allergy anaphylactic",1.0,26420,99.17,"Non-cancer illness code, self-reported | Array 1__allergy anaphylactic < 0.18","Non-cancer illness code, self-reported | Array 1 allergy anaphylactic","Non-cancer illness code, self-reported | Array 1 allergy anaphylactic",0,0,0.0
"Non-cancer illness code, self-reported | Array 3 arthritis",0.00017,0.00827,0.013,0.013,26530,0.00088,"Non-cancer illness code, self-reported | Array 3__arthritis",1.0,26431,99.4,"Non-cancer illness code, self-reported | Array 3__arthritis < 0.20","Non-cancer illness code, self-reported | Array 3 arthritis","Non-cancer illness code, self-reported | Array 3 arthritis",0,0,0.0
"Never eat eggs, dairy, wheat, sugar_infrequent_",0.00015,0.00523,0.017,0.017,26530,0.00101,"Never eat eggs, dairy, wheat, sugar_infrequent_",1.0,26460,99.47,"Never eat eggs, dairy, wheat, sugar_infrequent_ < 0.50","Never eat eggs, dairy, wheat, sugar_infrequent_","Never eat eggs, dairy, wheat, sugar_infrequent_",0,0,0.0
Age asthma diagnosed_34,0.00015,0.06774,0.011,0.011,26530,0.00111,Age asthma diagnosed_34,1.0,26500,99.77,Age asthma diagnosed_34 < 0.50,Age asthma diagnosed_34,Age asthma diagnosed_34,0,0,0.0
"Non-cancer illness code, self-reported | Array 2 gall",0.00015,0.02815,0.014,0.014,26530,0.00063,"Non-cancer illness code, self-reported | Array 2__gall",1.0,26442,99.43,"Non-cancer illness code, self-reported | Array 2__gall < 0.22","Non-cancer illness code, self-reported | Array 2 gall","Non-cancer illness code, self-reported | Array 2 gall",0,0,0.0
"Non-cancer illness code, self-reported | Array 2 cholelithiasis",0.00015,0.03249,0.013,0.013,26530,0.00149,"Non-cancer illness code, self-reported | Array 2__cholelithiasis",1.0,26448,99.47,"Non-cancer illness code, self-reported | Array 2__cholelithiasis < 0.22","Non-cancer illness code, self-reported | Array 2 cholelithiasis","Non-cancer illness code, self-reported | Array 2 cholelithiasis",0,0,0.0
"Non-cancer illness code, self-reported | Array 1 essential",0.00015,0.16495,0.008,0.008,26530,0.0,"Non-cancer illness code, self-reported | Array 1__essential",1.0,26487,99.74,"Non-cancer illness code, self-reported | Array 1__essential < 0.32","Non-cancer illness code, self-reported | Array 1 essential","Non-cancer illness code, self-reported | Array 1 essential",0,0,0.0
Mental health conditions ever diagnosed by a professional obsessive compulsive,0.00014,0.03583,0.014,0.014,26530,0.00294,Mental health conditions ever diagnosed by a professional__obsessive compulsive,1.0,26493,99.66,Mental health conditions ever diagnosed by a professional__obsessive compulsive < 0.21,Mental health conditions ever diagnosed by a professional obsessive compulsive,Mental health conditions ever diagnosed by a professional obsessive compulsive,0,0,0.0
Mental health conditions ever diagnosed by a professional nerves generalized,0.00014,0.00609,0.019,0.019,26530,0.00168,Mental health conditions ever diagnosed by a professional__nerves generalized,1.0,26410,99.17,Mental health conditions ever diagnosed by a professional__nerves generalized < 0.07,Mental health conditions ever diagnosed by a professional nerves generalized,Mental health conditions ever diagnosed by a professional nerves generalized,0,0,0.0
"Non-cancer illness code, self-reported | Array 5 eczema dermatitis",0.00014,0.00026,0.022,0.022,26530,0.0,"Non-cancer illness code, self-reported | Array 5__eczema dermatitis",1.0,26500,99.66,"Non-cancer illness code, self-reported | Array 5__eczema dermatitis < 0.29","Non-cancer illness code, self-reported | Array 5 eczema dermatitis","Non-cancer illness code, self-reported | Array 5 eczema dermatitis",0,0,0.0
Treatment/medication code | Array 0 tablet,0.00014,1e-05,0.049,0.048,26530,0.00365,Treatment/medication code | Array 0__tablet,2.76,268,2.79,0.20 <= Treatment/medication code | Array 0__tablet < 0.21,Treatment/medication code | Array 0 tablet,Treatment/medication code | Array 0 tablet,0,0,0.0
"Non-cancer illness code, self-reported | Array 0 bronchitis",0.00014,0.06029,0.014,0.014,26530,0.00123,"Non-cancer illness code, self-reported | Array 0__bronchitis",1.0,26242,98.49,"Non-cancer illness code, self-reported | Array 0__bronchitis < 0.22","Non-cancer illness code, self-reported | Array 0 bronchitis","Non-cancer illness code, self-reported | Array 0 bronchitis",0,0,0.0
Most recent bowel cancer screening_8,0.00013,0.01632,0.015,0.015,26530,0.0,Most recent bowel cancer screening_8,1.0,26355,98.98,Most recent bowel cancer screening_8 < 0.50,Most recent bowel cancer screening_8,Most recent bowel cancer screening_8,0,0,0.0
Mineral and other dietary supplements_Fish oil (including cod liver oil)|Glucosamine|Calcium|Zinc,0.00013,0.01655,0.015,0.015,26530,0.0,Mineral and other dietary supplements_Fish oil (including cod liver oil)|Glucosamine|Calcium|Zinc,1.0,26467,99.55,Mineral and other dietary supplements_Fish oil (including cod liver oil)|Glucosamine|Calcium|Zinc < 0.50,Mineral and other dietary supplements_Fish oil (including cod liver oil)|Glucosamine|Calcium|Zinc,Mineral and other dietary supplements_Fish oil (including cod liver oil)|Glucosamine|Calcium|Zinc,0,0,0.0
Z92.1 - Personal history of long-term (current) use of anticoagulants,0.00013,0.15427,-0.005,-0.005,26530,0.00162,Z92.1 - Personal history of long-term (current) use of anticoagulants,0.99,26102,97.66,-1.30 <= Z92.1 - Personal history of long-term (current) use of anticoagulants < 4.50,Z92.1 - Personal history of long-term (current) use of anticoagulants,Z92.1 - Personal history of long-term (current) use of anticoagulants,0,0,0.0
