feature_name,cui,cui_nomenclature,cui_def,KG_Hits,sim_score,feature_level_min_kg_hits,feature_level_sum_kg_hits,feature_level_avg_kg_hits,feature_importance,p_val,corr,MutualInfoTarget,raw_name,F.Split-Lift (y==1),F.Split-Support,F.Split-Feature Split,sim_score_target_feat,sim_score_target_cui,shortest_path_length
Alcoholism,C0001973,"Alcoholic Intoxication, Chronic","Alcoholic Intoxication, Chronic. A primary, chronic disease with genetic, psychosocial, and environmental factors influencing its development and manifestations. The disease is often progressive and fatal. It is characterized by impaired control over drinking, preoccupation with the drug alcohol, use of alcohol despite adverse consequences, and distortions in thinking, most notably denial. Each of these symptoms may be continuous or periodic. (Morse & Flavin for the Joint Commission of the National Council on Alcoholism and Drug Dependence and the American Society of Addiction Medicine to Study the Definition and Criteria for the Diagnosis of Alcoholism: in JAMA 1992;268:1012-4)",0,0.654,0.0,0.0,0.0,0.0015,0.1093,0.006,0.0006,Alcoholism,0.99,88470,-0.25 <= Alcoholism < 0.09,-0.04,-0.04,2
M54.56 - Low back pain (Lumbar region),C0024031,Low Back Pain,"Low Back Pain. Acute or chronic pain in the lumbar or sacral regions, which may be associated with musculo-ligamentous SPRAINS AND STRAINS; INTERVERTEBRAL DISK DISPLACEMENT; and other conditions.",0,0.463,0.0,0.0,0.0,0.0015,0.0004,0.012,0.0002,M54.56 - Low back pain (Lumbar region),1.0,91086,-17.00 <= M54.56 - Low back pain (Lumbar region) < 0.75,0.01,0.01,2
M54.56 - Low back pain (Lumbar region),C0024090,Lumbar Region,Lumbar Region. The region of the spine below the ribs and above the hipbones.,0,0.515,0.0,0.0,0.0,0.0015,0.0004,0.012,0.0002,M54.56 - Low back pain (Lumbar region),1.0,91086,-17.00 <= M54.56 - Low back pain (Lumbar region) < 0.75,0.01,0.01,2
Enthesopathy,C0242490,Enthesopathy,Enthesopathy. A disorder occurring at the site of insertion of TENDONS or LIGAMENTS into bones or JOINT CAPSULES.,0,0.815,0.0,0.0,0.0,0.0015,0.2969,0.006,0.0003,Enthesopathy,0.99,89803,-3.50 <= Enthesopathy < 0.08,0.01,0.01,2
Cholesterol in Very Small VLDL,C0008377,cholesterol,"cholesterol. The principal sterol of all higher animals, distributed in body tissues, especially the brain and spinal cord, and in animal fats and oils.",0,0.461,0.0,0.0,0.0,0.0014,0.0,-0.029,0.0525,Cholesterol in Very Small VLDL,1.29,6102,-4.60 <= Cholesterol in Very Small VLDL < -1.30,-0.11,-0.11,2
Cholesterol in Very Small VLDL,C0008387,Cholesterol Esters,Cholesterol Esters. Fatty acid esters of cholesterol which constitute about two-thirds of the cholesterol in the plasma. The accumulation of cholesterol esters in the arterial intima is a characteristic feature of atherosclerosis.,0,0.532,0.0,0.0,0.0,0.0014,0.0,-0.029,0.0525,Cholesterol in Very Small VLDL,1.29,6102,-4.60 <= Cholesterol in Very Small VLDL < -1.30,-0.11,-0.11,2
"Cellulitis and abscess of foot, toe",C0007642,Cellulitis,"Cellulitis. An acute, diffuse, and suppurative inflammation of loose connective tissue, particularly the deep subcutaneous tissues, and sometimes muscle, which is most commonly seen as a result of infection of a wound, ulcer, or other skin lesions.",0,0.653,0.0,0.0,0.0,0.0014,0.1636,0.006,0.0006,"Cellulitis and abscess of foot, toe",1.7,969,"2.30 <= Cellulitis and abscess of foot, toe < 7.60",-0.2,-0.2,2
"Cellulitis and abscess of foot, toe",C0000833,Abscess,"Abscess. Accumulation of purulent material in tissues, organs, or circumscribed spaces, usually associated with signs of infection.",0,0.577,0.0,0.0,0.0,0.0014,0.1636,0.006,0.0006,"Cellulitis and abscess of foot, toe",1.7,969,"2.30 <= Cellulitis and abscess of foot, toe < 7.60",-0.2,-0.2,2
"Qualifications A levels/AS levels or equivalent|O levels/GCSEs or equivalent|Other professional qualifications eg: nursing, teaching",C0028677,Discipline of Nursing,"Discipline of Nursing. The field of nursing care concerned with the promotion, maintenance, and restoration of health.",0,0.319,0.0,0.0,0.0,0.0014,0.0004,-0.012,0.0001,"Qualifications_A levels/AS levels or equivalent|O levels/GCSEs or equivalent|Other professional qualifications eg: nursing, teaching",1.0,90185,"Qualifications_A levels/AS levels or equivalent|O levels/GCSEs or equivalent|Other professional qualifications eg: nursing, teaching < 0.50",-0.08,-0.08,3
"Qualifications A levels/AS levels or equivalent|O levels/GCSEs or equivalent|Other professional qualifications eg: nursing, teaching",C0028678,nursing therapy,"nursing therapy. Used with diseases for nursing care and techniques in their management. It includes the nursing role in diagnostic, therapeutic, and preventive procedures.",0,0.197,0.0,0.0,0.0,0.0014,0.0004,-0.012,0.0001,"Qualifications_A levels/AS levels or equivalent|O levels/GCSEs or equivalent|Other professional qualifications eg: nursing, teaching",1.0,90185,"Qualifications_A levels/AS levels or equivalent|O levels/GCSEs or equivalent|Other professional qualifications eg: nursing, teaching < 0.50",-0.08,-0.08,2
Average Diameter for VLDL Particles,C1301886,Diameter (qualifier value),Diameter (qualifier value). The length of a straight line passing through the center of a circle or sphere and connecting two points on the circumference.,0,0.421,0.0,0.0,0.0,0.0014,0.0,0.031,0.0285,Average Diameter for VLDL Particles,1.87,986,3.30 <= Average Diameter for VLDL Particles < 5.90,-0.02,-0.02,2
Gastritis and duodenitis,C0017152,Gastritis,"Gastritis. Inflammation of the GASTRIC MUCOSA, a lesion observed in a number of unrelated disorders.",0,0.733,0.0,0.0,0.0,0.0014,0.2051,0.008,0.0004,Gastritis and duodenitis,1.27,2228,0.49 <= Gastritis and duodenitis < 4.60,0.19,0.19,2
Gastritis and duodenitis,C0013298,Duodenitis,"Duodenitis. Inflammation of the DUODENUM section of the small intestine (INTESTINE, SMALL). Erosive duodenitis may cause bleeding in the UPPER GI TRACT and PEPTIC ULCER.",0,0.746,0.0,0.0,0.0,0.0014,0.2051,0.008,0.0004,Gastritis and duodenitis,1.27,2228,0.49 <= Gastritis and duodenitis < 4.60,0.19,0.19,2
Gastritis and duodenitis,C1522057,Acute Enteritis of the Mouse Intestinal Tract,Acute Enteritis of the Mouse Intestinal Tract. ,0,0.499,0.0,0.0,0.0,0.0014,0.2051,0.008,0.0004,Gastritis and duodenitis,1.27,2228,0.49 <= Gastritis and duodenitis < 4.60,0.19,0.19,2
Overall health rating Excellent,C1548784,Excellent - Specimen Quality,Excellent - Specimen Quality. ,0,0.34,0.0,0.0,0.0,0.0012,0.0,-0.046,0.0012,Overall health rating_Excellent,1.05,81543,Overall health rating_Excellent < 0.50,-0.1,-0.1,99
Overall health rating Excellent,C1551022,Excellent - LanguageAbilityProficiency,Excellent - LanguageAbilityProficiency. ,0,0.216,0.0,0.0,0.0,0.0012,0.0,-0.046,0.0012,Overall health rating_Excellent,1.05,81543,Overall health rating_Excellent < 0.50,-0.1,-0.1,99
Overall health rating Excellent,C1961136,Excellent (qualifier value),Excellent (qualifier value). Conforming to the highest quality or standard.,0,0.509,0.0,0.0,0.0,0.0012,0.0,-0.046,0.0012,Overall health rating_Excellent,1.05,81543,Overall health rating_Excellent < 0.50,-0.1,-0.1,99
"M19.99 - Arthrosis, unspecified (Site unspecified)",C0022408,Arthropathy,Arthropathy. Diseases involving the JOINTS.,0,0.439,0.0,0.0,0.0,0.0012,0.7569,0.004,0.0003,"M19.99 - Arthrosis, unspecified (Site unspecified)",0.99,89932,"-0.86 <= M19.99 - Arthrosis, unspecified (Site unspecified) < 0.02",0.15,0.15,2
"M19.99 - Arthrosis, unspecified (Site unspecified)",C0029408,Degenerative polyarthritis,"Degenerative polyarthritis. A progressive, degenerative joint disease, the most common form of arthritis, especially in older persons. The disease is thought to result not from the aging process but from biochemical changes and biomechanical stresses affecting articular cartilage. In the foreign literature it is often called osteoarthrosis deformans.",0,0.281,0.0,0.0,0.0,0.0012,0.7569,0.004,0.0003,"M19.99 - Arthrosis, unspecified (Site unspecified)",0.99,89932,"-0.86 <= M19.99 - Arthrosis, unspecified (Site unspecified) < 0.02",0.15,0.15,2
"M19.99 - Arthrosis, unspecified (Site unspecified)",C4760573,Arthrosis,Arthrosis. ,0,0.52,0.0,0.0,0.0,0.0012,0.7569,0.004,0.0003,"M19.99 - Arthrosis, unspecified (Site unspecified)",0.99,89932,"-0.86 <= M19.99 - Arthrosis, unspecified (Site unspecified) < 0.02",0.15,0.15,99
"M19.99 - Arthrosis, unspecified (Site unspecified)",C0205370,Unspecified,Unspecified. Not stated explicitly or in detail.,0,0.261,0.0,0.0,0.0,0.0012,0.7569,0.004,0.0003,"M19.99 - Arthrosis, unspecified (Site unspecified)",0.99,89932,"-0.86 <= M19.99 - Arthrosis, unspecified (Site unspecified) < 0.02",0.15,0.15,99
"M19.99 - Arthrosis, unspecified (Site unspecified)",C1519812,Unspecified Anatomic Sites,Unspecified Anatomic Sites. Research that isn't focused on a specific site.,0,0.206,0.0,0.0,0.0,0.0012,0.7569,0.004,0.0003,"M19.99 - Arthrosis, unspecified (Site unspecified)",0.99,89932,"-0.86 <= M19.99 - Arthrosis, unspecified (Site unspecified) < 0.02",0.15,0.15,2
Shortness of breath,C0013404,Dyspnea,Dyspnea. Difficult or labored breathing.,0,0.865,0.0,0.0,0.0,0.0012,0.4974,0.007,0.0003,Shortness of breath,1.19,946,2.10 <= Shortness of breath < 7.40,-0.08,-0.08,2
Shortness of breath,C4054349,No Shortness of Breath,No Shortness of Breath. A response indicating that an individual has or had no shortness of breath.,0,0.563,0.0,0.0,0.0,0.0012,0.4974,0.007,0.0003,Shortness of breath,1.19,946,2.10 <= Shortness of breath < 7.40,-0.08,-0.08,99
M25.56 - Pain in joint (Lower leg),C0030193,Pain,Pain. An unpleasant sensation induced by noxious stimuli which are detected by NERVE ENDINGS of NOCICEPTIVE NEURONS.,0,0.213,0.0,0.0,0.0,0.0012,0.0548,0.008,0.0003,M25.56 - Pain in joint (Lower leg),0.99,90802,-0.65 <= M25.56 - Pain in joint (Lower leg) < 0.29,-0.01,-0.01,2
M25.56 - Pain in joint (Lower leg),C1549543,Administration Method - Pain,Administration Method - Pain. ,0,0.221,0.0,0.0,0.0,0.0012,0.0548,0.008,0.0003,M25.56 - Pain in joint (Lower leg),0.99,90802,-0.65 <= M25.56 - Pain in joint (Lower leg) < 0.29,-0.01,-0.01,99
M25.56 - Pain in joint (Lower leg),C1140621,Leg,Leg. The inferior part of the lower extremity between the KNEE and the ANKLE.,0,0.278,0.0,0.0,0.0,0.0012,0.0548,0.008,0.0003,M25.56 - Pain in joint (Lower leg),0.99,90802,-0.65 <= M25.56 - Pain in joint (Lower leg) < 0.29,-0.01,-0.01,2
M25.56 - Pain in joint (Lower leg),C4299093,Lower extremity>Lower leg,Lower extremity>Lower leg. ,0,0.308,0.0,0.0,0.0,0.0012,0.0548,0.008,0.0003,M25.56 - Pain in joint (Lower leg),0.99,90802,-0.65 <= M25.56 - Pain in joint (Lower leg) < 0.29,-0.01,-0.01,99
Tobacco use disorder,C0040336,Tobacco Use Disorder,Tobacco Use Disorder. Tobacco used to the detriment of a person's health or social functioning. Tobacco dependence is included.,0,0.878,0.0,0.0,0.0,0.0012,0.2196,-0.004,0.0003,Tobacco use disorder,1.25,1364,-6.60 <= Tobacco use disorder < -2.00,0.1,0.1,2
"Osteoarthrosis, localized, primary",C0029408,Degenerative polyarthritis,"Degenerative polyarthritis. A progressive, degenerative joint disease, the most common form of arthritis, especially in older persons. The disease is thought to result not from the aging process but from biochemical changes and biomechanical stresses affecting articular cartilage. In the foreign literature it is often called osteoarthrosis deformans.",0,0.66,0.0,0.0,0.0,0.0011,0.2175,-0.005,0.0006,"Osteoarthrosis, localized, primary",1.45,943,"-11.00 <= Osteoarthrosis, localized, primary < -2.90",0.03,0.03,2
"Osteoarthrosis, localized, primary",C3887876,OSTEOARTHRITIS SUSCEPTIBILITY 1,OSTEOARTHRITIS SUSCEPTIBILITY 1. ,0,0.586,0.0,0.0,0.0,0.0011,0.2175,-0.005,0.0006,"Osteoarthrosis, localized, primary",1.45,943,"-11.00 <= Osteoarthrosis, localized, primary < -2.90",0.03,0.03,99
"Osteoarthrosis, localized, primary",C0392752,Localized,Localized. Being confined or restricted to a particular location. [HPO:probinson],0,0.279,0.0,0.0,0.0,0.0011,0.2175,-0.005,0.0006,"Osteoarthrosis, localized, primary",1.45,943,"-11.00 <= Osteoarthrosis, localized, primary < -2.90",0.03,0.03,2
"Osteoarthrosis, localized, primary",C0205225,Primary,Primary. Occurring first in time or sequence; original; of greatest rank or importance or value.,0,0.228,0.0,0.0,0.0,0.0011,0.2175,-0.005,0.0006,"Osteoarthrosis, localized, primary",1.45,943,"-11.00 <= Osteoarthrosis, localized, primary < -2.90",0.03,0.03,99
M47.82 - Other spondylosis (Cervical region),C0556956,Cervical region (surface region of back),Cervical region (surface region of back). ,0,0.414,0.0,0.0,0.0,0.001,0.1002,-0.005,0.0002,M47.82 - Other spondylosis (Cervical region),1.0,90852,-0.73 <= M47.82 - Other spondylosis (Cervical region) < 0.34,0.14,0.19,99
M47.82 - Other spondylosis (Cervical region),C0920882,Region of neck (body structure),"Region of neck (body structure). subdivision of cardinal body part, each instance of which is a regional part of some neck. Examples: front of neck, back of neck, throat.",0,0.315,0.0,0.0,0.0,0.001,0.1002,-0.005,0.0002,M47.82 - Other spondylosis (Cervical region),1.0,90852,-0.73 <= M47.82 - Other spondylosis (Cervical region) < 0.34,0.14,0.19,2
Pneumococcal pneumonia,C0032300,Lobar Pneumonia,Lobar Pneumonia. ,0,0.591,0.0,0.0,0.0,0.001,0.1003,-0.004,0.0002,Pneumococcal pneumonia,1.0,90494,-4.70 <= Pneumococcal pneumonia < 5.00,-0.04,-0.04,2
Pneumococcal pneumonia,C0155862,Streptococcal pneumonia,Streptococcal pneumonia. A febrile disease caused by STREPTOCOCCUS PNEUMONIAE.,0,0.793,0.0,0.0,0.0,0.001,0.1003,-0.004,0.0002,Pneumococcal pneumonia,1.0,90494,-4.70 <= Pneumococcal pneumonia < 5.00,-0.04,-0.04,2
Osteoarthritis; localized,C0029408,Degenerative polyarthritis,"Degenerative polyarthritis. A progressive, degenerative joint disease, the most common form of arthritis, especially in older persons. The disease is thought to result not from the aging process but from biochemical changes and biomechanical stresses affecting articular cartilage. In the foreign literature it is often called osteoarthrosis deformans.",0,0.621,0.0,0.0,0.0,0.001,0.018,-0.004,0.0002,Osteoarthritis; localized,1.12,947,-5.50 <= Osteoarthritis; localized < -0.13,-0.01,-0.01,2
Osteoarthritis; localized,C0949690,Spondylarthritis,"Spondylarthritis. Inflammation of the joints of the SPINE, the intervertebral articulations.",0,0.487,0.0,0.0,0.0,0.001,0.018,-0.004,0.0002,Osteoarthritis; localized,1.12,947,-5.50 <= Osteoarthritis; localized < -0.13,-0.01,-0.01,2
Osteoarthritis; localized,C2350242,"Osteoarthritis, Spine","Osteoarthritis, Spine. A degenerative joint disease involving the SPINE. It is characterized by progressive deterioration of the spinal articular cartilage (CARTILAGE, ARTICULAR), usually with hardening of the subchondral bone and outgrowth of bone spurs (OSTEOPHYTE).",0,0.494,0.0,0.0,0.0,0.001,0.018,-0.004,0.0002,Osteoarthritis; localized,1.12,947,-5.50 <= Osteoarthritis; localized < -0.13,-0.01,-0.01,99
Osteoarthritis; localized,C0392752,Localized,Localized. Being confined or restricted to a particular location. [HPO:probinson],0,0.415,0.0,0.0,0.0,0.001,0.018,-0.004,0.0002,Osteoarthritis; localized,1.12,947,-5.50 <= Osteoarthritis; localized < -0.13,-0.01,-0.01,2
Hyposmolality and/or hyponatremia,C0268005,Hyposmolality syndrome,Hyposmolality syndrome. ,0,0.907,0.0,0.0,0.0,0.001,0.6833,-0.002,0.0001,Hyposmolality and/or hyponatremia,1.0,90782,-0.35 <= Hyposmolality and/or hyponatremia < 1.20,-0.0,-0.0,2
Hyposmolality and/or hyponatremia,C0020625,Hyponatremia,"Hyponatremia. Deficiency of sodium in the blood; salt depletion. (Dorland, 27th ed)",0,0.538,0.0,0.0,0.0,0.001,0.6833,-0.002,0.0001,Hyposmolality and/or hyponatremia,1.0,90782,-0.35 <= Hyposmolality and/or hyponatremia < 1.20,-0.0,-0.0,2
Rash and other nonspecific skin eruption,C0015230,Exanthema,"Exanthema. Diseases in which skin eruptions or rashes are a prominent manifestation. Classically, six such diseases were described with similar rashes; they were numbered in the order in which they were reported. Only the fourth (Duke's disease), fifth (ERYTHEMA INFECTIOSUM), and sixth (EXANTHEMA SUBITUM) numeric designations survive as occasional synonyms in current terminology.",0,0.679,0.0,0.0,0.0,0.001,0.0733,-0.004,0.0002,Rash and other nonspecific skin eruption,1.0,90827,-1.00 <= Rash and other nonspecific skin eruption < 0.34,-0.09,-0.09,2
Rash and other nonspecific skin eruption,C0302295,Eruptions,Eruptions. ,0,0.697,0.0,0.0,0.0,0.001,0.0733,-0.004,0.0002,Rash and other nonspecific skin eruption,1.0,90827,-1.00 <= Rash and other nonspecific skin eruption < 0.34,-0.09,-0.09,2
Rash and other nonspecific skin eruption,C0521471,Systemic lupus erythematosus rash,Systemic lupus erythematosus rash. A rash associated with systemic lupus erythematosus.,0,0.583,0.0,0.0,0.0,0.001,0.0733,-0.004,0.0002,Rash and other nonspecific skin eruption,1.0,90827,-1.00 <= Rash and other nonspecific skin eruption < 0.34,-0.09,-0.09,99
Hearing loss,C0011053,Deafness,Deafness. A general term for the complete loss of the ability to hear from both ears.,0,0.792,0.0,0.0,0.0,0.001,0.4131,0.006,0.0003,Hearing loss,1.0,90120,-0.47 <= Hearing loss < 0.54,-0.07,-0.07,2
Hearing loss,C0018772,"Hearing Loss, Partial","Hearing Loss, Partial. A condition in which a person partially loses the ability to hear sounds in one or both ears.",0,0.797,0.0,0.0,0.0,0.001,0.4131,0.006,0.0003,Hearing loss,1.0,90120,-0.47 <= Hearing loss < 0.54,-0.07,-0.07,2
Hearing loss,C1384666,hearing impairment,"hearing impairment. Partial or complete loss of the ability to detect or understand sounds resulting from damage to the outer, middle, or inner ear structures. Causes include exposure to loud noise, ear infections, injuries to the ear, genetic, and congenital disorders.",0,0.74,0.0,0.0,0.0,0.001,0.4131,0.006,0.0003,Hearing loss,1.0,90120,-0.47 <= Hearing loss < 0.54,-0.07,-0.07,2
"Medication for cholesterol, blood pressure or diabetes Cholesterol lowering medication|Blood pressure medication",C0008377,cholesterol,"cholesterol. The principal sterol of all higher animals, distributed in body tissues, especially the brain and spinal cord, and in animal fats and oils.",0,0.381,0.0,1.0,0.1,0.0009,0.0,0.085,0.0032,"Medication for cholesterol, blood pressure or diabetes_Cholesterol lowering medication|Blood pressure medication",1.58,14743,"Medication for cholesterol, blood pressure or diabetes_Cholesterol lowering medication|Blood pressure medication >= 0.50",-0.08,-0.08,2
"Medication for cholesterol, blood pressure or diabetes Cholesterol lowering medication|Blood pressure medication",C0008387,Cholesterol Esters,Cholesterol Esters. Fatty acid esters of cholesterol which constitute about two-thirds of the cholesterol in the plasma. The accumulation of cholesterol esters in the arterial intima is a characteristic feature of atherosclerosis.,0,0.392,0.0,1.0,0.1,0.0009,0.0,0.085,0.0032,"Medication for cholesterol, blood pressure or diabetes_Cholesterol lowering medication|Blood pressure medication",1.58,14743,"Medication for cholesterol, blood pressure or diabetes_Cholesterol lowering medication|Blood pressure medication >= 0.50",-0.08,-0.08,2
"Medication for cholesterol, blood pressure or diabetes Cholesterol lowering medication|Blood pressure medication",C0005823,Blood Pressure,Blood Pressure. PRESSURE of the BLOOD on the ARTERIES and other BLOOD VESSELS.,0,0.34,0.0,1.0,0.1,0.0009,0.0,0.085,0.0032,"Medication for cholesterol, blood pressure or diabetes_Cholesterol lowering medication|Blood pressure medication",1.58,14743,"Medication for cholesterol, blood pressure or diabetes_Cholesterol lowering medication|Blood pressure medication >= 0.50",-0.08,-0.08,2
"Medication for cholesterol, blood pressure or diabetes Cholesterol lowering medication|Blood pressure medication",C0005824,Blood pressure determination,Blood pressure determination. Techniques used for measuring BLOOD PRESSURE.,0,0.293,0.0,1.0,0.1,0.0009,0.0,0.085,0.0032,"Medication for cholesterol, blood pressure or diabetes_Cholesterol lowering medication|Blood pressure medication",1.58,14743,"Medication for cholesterol, blood pressure or diabetes_Cholesterol lowering medication|Blood pressure medication >= 0.50",-0.08,-0.08,2
"Medication for cholesterol, blood pressure or diabetes Cholesterol lowering medication|Blood pressure medication",C1271104,Blood pressure finding,Blood pressure finding. A test result that reports the diastolic and systolic pressure of the blood.,0,0.295,0.0,1.0,0.1,0.0009,0.0,0.085,0.0032,"Medication for cholesterol, blood pressure or diabetes_Cholesterol lowering medication|Blood pressure medication",1.58,14743,"Medication for cholesterol, blood pressure or diabetes_Cholesterol lowering medication|Blood pressure medication >= 0.50",-0.08,-0.08,2
"Medication for cholesterol, blood pressure or diabetes Cholesterol lowering medication|Blood pressure medication",C0011847,Diabetes,Diabetes. ,0,0.284,0.0,1.0,0.1,0.0009,0.0,0.085,0.0032,"Medication for cholesterol, blood pressure or diabetes_Cholesterol lowering medication|Blood pressure medication",1.58,14743,"Medication for cholesterol, blood pressure or diabetes_Cholesterol lowering medication|Blood pressure medication >= 0.50",-0.08,-0.08,2
"Medication for cholesterol, blood pressure or diabetes Cholesterol lowering medication|Blood pressure medication",C0362046,Prediabetes syndrome,"Prediabetes syndrome. The time period before the development of symptomatic diabetes. For example, certain risk factors can be observed in subjects who subsequently develop INSULIN RESISTANCE as in type 2 diabetes (DIABETES MELLITUS, TYPE 2).",0,0.175,0.0,1.0,0.1,0.0009,0.0,0.085,0.0032,"Medication for cholesterol, blood pressure or diabetes_Cholesterol lowering medication|Blood pressure medication",1.58,14743,"Medication for cholesterol, blood pressure or diabetes_Cholesterol lowering medication|Blood pressure medication >= 0.50",-0.08,-0.08,2
Average Diameter for LDL Particles,C1301886,Diameter (qualifier value),Diameter (qualifier value). The length of a straight line passing through the center of a circle or sphere and connecting two points on the circumference.,0,0.466,0.0,0.0,0.0,0.0009,0.0,-0.027,0.0039,Average Diameter for LDL Particles,1.21,7036,-5.50 <= Average Diameter for LDL Particles < -0.75,-0.06,-0.06,2
hypertension,C0020538,Hypertensive disease,"Hypertensive disease. Persistently high systemic arterial BLOOD PRESSURE. Based on multiple readings (BLOOD PRESSURE DETERMINATION), hypertension is currently defined as when SYSTOLIC PRESSURE is consistently greater than 140 mm Hg or when DIASTOLIC PRESSURE is consistently 90 mm Hg or more.",0,0.698,0.0,0.0,0.0,0.0009,0.0,0.084,0.0034,"Non-cancer illness code, self-reported | Array 0__hypertension",1.36,29822,"Non-cancer illness code, self-reported | Array 0__hypertension >= 0.61",-0.04,-0.04,2
hypertension,C0235222,Diastolic hypertension,Diastolic hypertension. Hypertension characterized diastolic blood pressure greater than 90 mmHg on two occasions.,0,0.469,0.0,0.0,0.0,0.0009,0.0,0.084,0.0034,"Non-cancer illness code, self-reported | Array 0__hypertension",1.36,29822,"Non-cancer illness code, self-reported | Array 0__hypertension >= 0.61",-0.04,-0.04,2
hypertension,C1696708,Prehypertension,"Prehypertension. Blood pressure levels that are between normotension and hypertension. Individuals with prehypertension are at a higher risk for developing cardiovascular diseases. Generally, prehypertension is defined as SYSTOLIC PRESSURE of 131-139 mm Hg and/or DIASTOLIC PRESSURE of 81-89 when the optimal is 120/80 mm Hg. For diabetics and other metabolism diseases the prehypertension is around 110-129/70-79 mm Hg.",0,0.622,0.0,0.0,0.0,0.0009,0.0,0.084,0.0034,"Non-cancer illness code, self-reported | Array 0__hypertension",1.36,29822,"Non-cancer illness code, self-reported | Array 0__hypertension >= 0.61",-0.04,-0.04,2
Other and unspecified disc disorder,C0012619,disc disorder,disc disorder. ,0,0.96,0.0,0.0,0.0,0.0009,0.1101,0.006,0.0003,Other and unspecified disc disorder,1.0,90789,-7.00 <= Other and unspecified disc disorder < 3.60,-0.1,-0.1,2
Altered mental status,C0392747,Changing,Changing. The act of alteration or modification; changed or altered in form or character.,0,0.394,0.0,0.0,0.0,0.0008,0.1685,-0.005,0.0001,Altered mental status,1.0,90929,-13.00 <= Altered mental status < 2.40,-0.07,-0.07,99
Altered mental status,C0278060,Mental state,Mental state. ,0,0.651,0.0,0.0,0.0,0.0008,0.1685,-0.005,0.0001,Altered mental status,1.0,90929,-13.00 <= Altered mental status < 2.40,-0.07,-0.07,2
Concentration of Large LDL Particles,C0549177,Large,"Large. Of considerable or relatively great size, extent, or capacity.",0,0.272,0.0,0.0,0.0,0.0008,0.0,-0.024,0.0683,Concentration of Large LDL Particles,1.16,7437,-3.50 <= Concentration of Large LDL Particles < -0.85,-0.1,-0.1,2
Concentration of Large LDL Particles,C1416798,LARGE1 gene,LARGE1 gene. ,0,0.282,0.0,0.0,0.0,0.0008,0.0,-0.024,0.0683,Concentration of Large LDL Particles,1.16,7437,-3.50 <= Concentration of Large LDL Particles < -0.85,-0.1,-0.1,2
Z96.6 - Presence of orthopaedic joint implants,C3854307,Presence (property),Presence (property). ,0,0.242,0.0,0.0,0.0,0.0008,0.0006,-0.007,0.0003,Z96.6 - Presence of orthopaedic joint implants,1.33,1458,-6.30 <= Z96.6 - Presence of orthopaedic joint implants < -0.35,0.06,0.07,99
Z96.6 - Presence of orthopaedic joint implants,C0021102,Implants,Implants. A prosthesis placed permanently in tissue.,0,0.45,0.0,0.0,0.0,0.0008,0.0006,-0.007,0.0003,Z96.6 - Presence of orthopaedic joint implants,1.33,1458,-6.30 <= Z96.6 - Presence of orthopaedic joint implants < -0.35,0.06,0.07,2
Alcohol-related disorders,C0236664,Alcohol Related Disorders,Alcohol Related Disorders. Disorders related to or resulting from abuse or misuse of alcohol.,0,0.961,0.0,0.0,0.0,0.0008,0.0049,0.009,0.0007,Alcohol-related disorders,0.99,89420,-0.04 <= Alcohol-related disorders < 0.44,-0.03,-0.03,2
infarction,C0021308,Infarction,"Infarction. Formation of an infarct, which is NECROSIS in tissue due to local ISCHEMIA resulting from obstruction of BLOOD CIRCULATION, most commonly by a THROMBUS or EMBOLUS.",0,0.739,0.0,0.0,0.0,0.0008,0.0,0.044,0.0008,"Non-cancer illness code, self-reported | Array 0__infarction",1.57,4618,"Non-cancer illness code, self-reported | Array 0__infarction >= 0.19",0.06,0.08,2
asthma,C0004096,Asthma,"Asthma. A form of bronchial disorder with three distinct components: airway hyper-responsiveness (RESPIRATORY HYPERSENSITIVITY), airway INFLAMMATION, and intermittent AIRWAY OBSTRUCTION. It is characterized by spasmodic contraction of airway smooth muscle, WHEEZING, and dyspnea (DYSPNEA, PAROXYSMAL).",0,0.508,0.0,0.0,0.0,0.0007,0.0,0.026,0.0003,"Non-cancer illness code, self-reported | Array 1__asthma",1.36,4004,"Non-cancer illness code, self-reported | Array 1__asthma >= 0.50",0.01,0.01,2
Dental caries,C0011334,Dental caries,"Dental caries. Localized destruction of the tooth surface initiated by decalcification of the enamel followed by enzymatic lysis of organic structures and leading to cavity formation. If left unchecked, the cavity may penetrate the enamel and dentin and reach the pulp.",0,0.784,0.0,0.0,0.0,0.0007,0.0656,-0.004,0.0002,Dental caries,1.0,90780,-1.90 <= Dental caries < 3.40,-0.06,-0.06,2
kidney,C0022646,Kidney,Kidney. Body organ that filters blood for the secretion of URINE and that regulates ion concentrations.,0,0.676,0.0,0.0,0.0,0.0007,0.0,0.025,0.0005,"Non-cancer illness code, self-reported | Array 1__kidney",0.99,90998,"Non-cancer illness code, self-reported | Array 1__kidney < 0.11",0.01,0.01,2
kidney,C0227665,Both kidneys,Both kidneys. ,0,0.657,0.0,0.0,0.0,0.0007,0.0,0.025,0.0005,"Non-cancer illness code, self-reported | Array 1__kidney",0.99,90998,"Non-cancer illness code, self-reported | Array 1__kidney < 0.11",0.01,0.01,2
kidney,C0203408,Echography of kidney,Echography of kidney. The use of ultrasound to image the kidney.,0,0.508,0.0,0.0,0.0,0.0007,0.0,0.025,0.0005,"Non-cancer illness code, self-reported | Array 1__kidney",0.99,90998,"Non-cancer illness code, self-reported | Array 1__kidney < 0.11",0.01,0.01,2
