name,feature_importance,p_val,corr,corr_kendal,support,MutualInfoTarget,raw_name,F.Split-Lift (y==1),F.Split-Support,F.Split-Target % Covered,F.Split-Feature Split
"Non-cancer illness code, self-reported | Array 2 malaria",0.0,0.04546,-0.007,-0.007,1,4e-05,"Non-cancer illness code, self-reported | Array 2__malaria",1.0,91554,100.0,"Non-cancer illness code, self-reported | Array 2__malaria < 0.50"
"Non-cancer illness code, self-reported | Array 2 gord",0.0,0.17854,0.004,0.004,1,1e-05,"Non-cancer illness code, self-reported | Array 2__gord",1.12,1116,1.36,"Non-cancer illness code, self-reported | Array 2__gord >= 0.14"
"Non-cancer illness code, self-reported | Array 2 obstructive",0.0,0.01326,0.008,0.008,1,3e-05,"Non-cancer illness code, self-reported | Array 2__obstructive",1.0,91471,99.78,"Non-cancer illness code, self-reported | Array 2__obstructive < 0.17"
"Non-cancer illness code, self-reported | Array 2 nos",0.0,0.02506,0.007,0.007,1,2e-05,"Non-cancer illness code, self-reported | Array 2__nos",1.0,91394,99.68,"Non-cancer illness code, self-reported | Array 2__nos < 0.31"
"Non-cancer illness code, self-reported | Array 2 neuropathy",0.0,0.06516,0.006,0.006,1,2e-05,"Non-cancer illness code, self-reported | Array 2__neuropathy",1.0,91540,99.9,"Non-cancer illness code, self-reported | Array 2__neuropathy < 0.29"
"Non-cancer illness code, self-reported | Array 2 myxoedema",0.0,0.15571,0.005,0.005,1,1e-05,"Non-cancer illness code, self-reported | Array 2__myxoedema",1.0,90855,99.07,"Non-cancer illness code, self-reported | Array 2__myxoedema < 0.29"
"Non-cancer illness code, self-reported | Array 2 muscle",0.0,0.04504,0.007,0.007,1,2e-05,"Non-cancer illness code, self-reported | Array 2__muscle",1.0,91259,99.52,"Non-cancer illness code, self-reported | Array 2__muscle < 0.18"
"Non-cancer illness code, self-reported | Array 2 murmur",0.0,3e-05,0.014,0.014,1,8e-05,"Non-cancer illness code, self-reported | Array 2__murmur",1.0,91462,99.71,"Non-cancer illness code, self-reported | Array 2__murmur < 0.16"
"Non-cancer illness code, self-reported | Array 2 oesophagus",0.0,0.16169,0.005,0.005,1,1e-05,"Non-cancer illness code, self-reported | Array 2__oesophagus",1.0,91508,99.87,"Non-cancer illness code, self-reported | Array 2__oesophagus < 0.22"
"Non-cancer illness code, self-reported | Array 2 oesophagitis barretts",0.0,0.16169,0.005,0.005,1,1e-05,"Non-cancer illness code, self-reported | Array 2__oesophagitis barretts",1.0,91508,99.87,"Non-cancer illness code, self-reported | Array 2__oesophagitis barretts < 0.22"
"Non-cancer illness code, self-reported | Array 2 oesophagitis",0.0,0.16169,0.005,0.005,1,1e-05,"Non-cancer illness code, self-reported | Array 2__oesophagitis",1.0,91508,99.87,"Non-cancer illness code, self-reported | Array 2__oesophagitis < 0.22"
"Non-cancer illness code, self-reported | Array 2 oesophageal reflux",0.0,0.17854,0.004,0.004,1,1e-05,"Non-cancer illness code, self-reported | Array 2__oesophageal reflux",1.12,1116,1.36,"Non-cancer illness code, self-reported | Array 2__oesophageal reflux >= 0.14"
"Non-cancer illness code, self-reported | Array 2 obstructive airways",0.0,0.01326,0.008,0.008,1,3e-05,"Non-cancer illness code, self-reported | Array 2__obstructive airways",1.0,91471,99.78,"Non-cancer illness code, self-reported | Array 2__obstructive airways < 0.17"
"Non-cancer illness code, self-reported | Array 2 gord gastric",0.0,0.17854,0.004,0.004,1,1e-05,"Non-cancer illness code, self-reported | Array 2__gord gastric",1.12,1116,1.36,"Non-cancer illness code, self-reported | Array 2__gord gastric >= 0.14"
"Non-cancer illness code, self-reported | Array 2 kidney problem",0.0,2e-05,0.014,0.014,1,8e-05,"Non-cancer illness code, self-reported | Array 2__kidney problem",1.0,91482,99.74,"Non-cancer illness code, self-reported | Array 2__kidney problem < 0.25"
"Non-cancer illness code, self-reported | Array 6 diverticulitis",0.0,0.05928,0.006,0.006,1,2e-05,"Non-cancer illness code, self-reported | Array 6__diverticulitis",1.0,91540,99.9,"Non-cancer illness code, self-reported | Array 6__diverticulitis < 0.23"
"Non-cancer illness code, self-reported | Array 6 diverticular disease",0.0,0.05928,0.006,0.006,1,2e-05,"Non-cancer illness code, self-reported | Array 6__diverticular disease",1.0,91540,99.9,"Non-cancer illness code, self-reported | Array 6__diverticular disease < 0.23"
"Non-cancer illness code, self-reported | Array 6 diverticular",0.0,0.05928,0.006,0.006,1,2e-05,"Non-cancer illness code, self-reported | Array 6__diverticular",1.0,91540,99.9,"Non-cancer illness code, self-reported | Array 6__diverticular < 0.23"
"Non-cancer illness code, self-reported | Array 6 disorder",0.0,0.1901,0.005,0.005,1,6e-05,"Non-cancer illness code, self-reported | Array 6__disorder",1.0,91453,99.79,"Non-cancer illness code, self-reported | Array 6__disorder < 0.20"
"Non-cancer illness code, self-reported | Array 6 disease diverticulitis",0.0,0.05928,0.006,0.006,1,2e-05,"Non-cancer illness code, self-reported | Array 6__disease diverticulitis",1.0,91540,99.9,"Non-cancer illness code, self-reported | Array 6__disease diverticulitis < 0.23"
"Non-cancer illness code, self-reported | Array 6 disease",0.0,0.01145,0.009,0.009,1,6e-05,"Non-cancer illness code, self-reported | Array 6__disease",1.0,91489,99.8,"Non-cancer illness code, self-reported | Array 6__disease < 0.21"
Vascular/heart problems diagnosed by doctor_Heart attack|Stroke|High blood pressure,0.0,0.00072,0.011,0.011,1,5e-05,Vascular/heart problems diagnosed by doctor_Heart attack|Stroke|High blood pressure,1.0,91504,99.8,Vascular/heart problems diagnosed by doctor_Heart attack|Stroke|High blood pressure < 0.50
Vascular/heart problems diagnosed by doctor_Heart attack|High blood pressure,0.0,0.0,0.027,0.027,1,0.0003,Vascular/heart problems diagnosed by doctor_Heart attack|High blood pressure,1.7,1171,2.17,Vascular/heart problems diagnosed by doctor_Heart attack|High blood pressure >= 0.50
"Non-cancer illness code, self-reported | Array 2 bronchitis",0.0,0.00211,0.013,0.013,1,9e-05,"Non-cancer illness code, self-reported | Array 2__bronchitis",1.0,91193,99.3,"Non-cancer illness code, self-reported | Array 2__bronchitis < 0.22"
"Non-cancer illness code, self-reported | Array 2 bladder stone",0.0,0.07831,0.006,0.006,1,2e-05,"Non-cancer illness code, self-reported | Array 2__bladder stone",1.0,91360,99.66,"Non-cancer illness code, self-reported | Array 2__bladder stone < 0.12"
"Non-cancer illness code, self-reported | Array 2 chronic bronchitis",0.0,2e-05,0.014,0.014,1,8e-05,"Non-cancer illness code, self-reported | Array 2__chronic bronchitis",1.0,91355,99.53,"Non-cancer illness code, self-reported | Array 2__chronic bronchitis < 0.23"
"Non-cancer illness code, self-reported | Array 2 fibrillation",0.0,0.0,0.017,0.017,1,0.00012,"Non-cancer illness code, self-reported | Array 2__fibrillation",1.0,91304,99.4,"Non-cancer illness code, self-reported | Array 2__fibrillation < 0.29"
"Non-cancer illness code, self-reported | Array 2 cholesterol",0.0,0.0,0.029,0.029,1,0.00038,"Non-cancer illness code, self-reported | Array 2__cholesterol",1.37,4735,7.09,"Non-cancer illness code, self-reported | Array 2__cholesterol >= 0.29"
"Non-cancer illness code, self-reported | Array 2 chickenpox",0.0,0.13898,-0.005,-0.005,1,2e-05,"Non-cancer illness code, self-reported | Array 2__chickenpox",1.0,91538,99.98,"Non-cancer illness code, self-reported | Array 2__chickenpox < 0.50"
"Non-cancer illness code, self-reported | Array 2 cataract",0.0,0.01294,0.008,0.008,1,3e-05,"Non-cancer illness code, self-reported | Array 2__cataract",1.0,91231,99.45,"Non-cancer illness code, self-reported | Array 2__cataract < 0.50"
"Non-cancer illness code, self-reported | Array 2 cardiomyopathy",0.0,0.0,0.018,0.018,1,0.00011,"Non-cancer illness code, self-reported | Array 2__cardiomyopathy",1.0,91548,99.84,"Non-cancer illness code, self-reported | Array 2__cardiomyopathy < 0.50"
"Non-cancer illness code, self-reported | Array 2 cyst cysts",0.0,0.17538,-0.004,-0.004,1,1e-05,"Non-cancer illness code, self-reported | Array 2__cyst cysts",1.0,91528,99.97,"Non-cancer illness code, self-reported | Array 2__cyst cysts < 0.23"
"Non-cancer illness code, self-reported | Array 2 cyst",0.0,0.17538,-0.004,-0.004,1,1e-05,"Non-cancer illness code, self-reported | Array 2__cyst",1.0,91528,99.97,"Non-cancer illness code, self-reported | Array 2__cyst < 0.23"
"Non-cancer illness code, self-reported | Array 2 copd",0.0,0.01326,0.008,0.008,1,3e-05,"Non-cancer illness code, self-reported | Array 2__copd",1.0,91471,99.78,"Non-cancer illness code, self-reported | Array 2__copd < 0.17"
"Non-cancer illness code, self-reported | Array 2 colitis",0.0,0.1951,0.004,0.004,1,1e-05,"Non-cancer illness code, self-reported | Array 2__colitis",1.0,91446,99.79,"Non-cancer illness code, self-reported | Array 2__colitis < 0.29"
"Non-cancer illness code, self-reported | Array 2 chronic obstructive",0.0,0.01326,0.008,0.008,1,3e-05,"Non-cancer illness code, self-reported | Array 2__chronic obstructive",1.0,91471,99.78,"Non-cancer illness code, self-reported | Array 2__chronic obstructive < 0.17"
"Non-cancer illness code, self-reported | Array 2 disease copd",0.0,0.01326,0.008,0.008,1,3e-05,"Non-cancer illness code, self-reported | Array 2__disease copd",1.0,91471,99.78,"Non-cancer illness code, self-reported | Array 2__disease copd < 0.17"
"Non-cancer illness code, self-reported | Array 2 chronic",0.0,0.00603,0.011,0.011,1,0.00012,"Non-cancer illness code, self-reported | Array 2__chronic",1.0,91037,99.15,"Non-cancer illness code, self-reported | Array 2__chronic < 0.14"
"Non-cancer illness code, self-reported | Array 2 failure requiring",0.0,0.0,0.027,0.027,1,0.00022,"Non-cancer illness code, self-reported | Array 2__failure requiring",1.0,91530,99.73,"Non-cancer illness code, self-reported | Array 2__failure requiring < 0.19"
"Non-cancer illness code, self-reported | Array 2 gastric reflux",0.0,0.17854,0.004,0.004,1,1e-05,"Non-cancer illness code, self-reported | Array 2__gastric reflux",1.12,1116,1.36,"Non-cancer illness code, self-reported | Array 2__gastric reflux >= 0.14"
"Non-cancer illness code, self-reported | Array 2 gastric",0.0,0.0463,0.006,0.006,1,2e-05,"Non-cancer illness code, self-reported | Array 2__gastric",1.12,1116,1.36,"0.13 <= Non-cancer illness code, self-reported | Array 2__gastric < 0.28"
"Non-cancer illness code, self-reported | Array 2 gall",0.0,0.19995,-0.004,-0.004,1,2e-05,"Non-cancer illness code, self-reported | Array 2__gall",1.0,91264,99.72,"Non-cancer illness code, self-reported | Array 2__gall < 0.22"
"Non-cancer illness code, self-reported | Array 2 frequency incontinence",0.0,0.19546,-0.004,-0.004,1,1e-05,"Non-cancer illness code, self-reported | Array 2__frequency incontinence",1.0,91504,99.95,"Non-cancer illness code, self-reported | Array 2__frequency incontinence < 0.23"
"Non-cancer illness code, self-reported | Array 2 frequency",0.0,0.19546,-0.004,-0.004,1,1e-05,"Non-cancer illness code, self-reported | Array 2__frequency",1.0,91504,99.95,"Non-cancer illness code, self-reported | Array 2__frequency < 0.23"
"Non-cancer illness code, self-reported | Array 2 cardiac problem",0.0,0.13541,0.005,0.005,1,1e-05,"Non-cancer illness code, self-reported | Array 2__cardiac problem",1.0,91502,99.86,"Non-cancer illness code, self-reported | Array 2__cardiac problem < 0.25"
"Non-cancer illness code, self-reported | Array 2 cardiac",0.0,0.13541,0.005,0.005,1,1e-05,"Non-cancer illness code, self-reported | Array 2__cardiac",1.0,91502,99.86,"Non-cancer illness code, self-reported | Array 2__cardiac < 0.25"
"Non-cancer illness code, self-reported | Array 6 anaphylactic",0.0,0.00375,0.01,0.01,1,3e-05,"Non-cancer illness code, self-reported | Array 6__anaphylactic",1.0,91547,99.89,"Non-cancer illness code, self-reported | Array 6__anaphylactic < 0.23"
"Non-cancer illness code, self-reported | Array 6 allergy anaphylactic",0.0,0.00375,0.01,0.01,1,3e-05,"Non-cancer illness code, self-reported | Array 6__allergy anaphylactic",1.0,91547,99.89,"Non-cancer illness code, self-reported | Array 6__allergy anaphylactic < 0.23"
"Non-cancer illness code, self-reported | Array 6 allergic rhinitis",0.0,0.02203,0.008,0.008,1,2e-05,"Non-cancer illness code, self-reported | Array 6__allergic rhinitis",1.0,91489,99.81,"Non-cancer illness code, self-reported | Array 6__allergic rhinitis < 0.22"
"Non-cancer illness code, self-reported | Array 6 ear",0.0,0.0835,0.006,0.006,1,1e-05,"Non-cancer illness code, self-reported | Array 6__ear",1.0,91552,99.92,"Non-cancer illness code, self-reported | Array 6__ear < 0.23"
(non-UK origin) Country of Birth zealand,0.0,0.06324,-0.006,-0.006,1,2e-05,(non-UK origin) Country of Birth__zealand,1.0,91496,99.96,(non-UK origin) Country of Birth__zealand < 0.29
"Non-cancer illness code, self-reported | Array 6 bowel syndrome",0.0,0.00127,0.011,0.011,1,4e-05,"Non-cancer illness code, self-reported | Array 6__bowel syndrome",1.0,91539,99.87,"Non-cancer illness code, self-reported | Array 6__bowel syndrome < 0.23"
"Non-cancer illness code, self-reported | Array 6 bowel",0.0,0.0,0.014,0.014,1,9e-05,"Non-cancer illness code, self-reported | Array 6__bowel",1.0,91534,99.84,"Non-cancer illness code, self-reported | Array 6__bowel < 0.22"
"Non-cancer illness code, self-reported | Array 6 dermatitis",0.0,0.00265,0.01,0.01,1,4e-05,"Non-cancer illness code, self-reported | Array 6__dermatitis",1.0,91517,99.84,"Non-cancer illness code, self-reported | Array 6__dermatitis < 0.29"
"Non-cancer illness code, self-reported | Array 6 depression",0.0,0.01412,0.008,0.008,1,4e-05,"Non-cancer illness code, self-reported | Array 6__depression",1.0,91444,99.74,"Non-cancer illness code, self-reported | Array 6__depression < 0.85"
"Non-cancer illness code, self-reported | Array 6 cholesterol",0.0,0.0,0.027,0.027,1,0.00028,"Non-cancer illness code, self-reported | Array 6__cholesterol",0.99,91213,99.07,"Non-cancer illness code, self-reported | Array 6__cholesterol < 0.29"
"Non-cancer illness code, self-reported | Array 6 cholelithiasis gall",0.0,0.03054,0.007,0.007,1,2e-05,"Non-cancer illness code, self-reported | Array 6__cholelithiasis gall",1.0,91544,99.9,"Non-cancer illness code, self-reported | Array 6__cholelithiasis gall < 0.22"
"Non-cancer illness code, self-reported | Array 6 ear vestibular",0.0,0.0835,0.006,0.006,1,1e-05,"Non-cancer illness code, self-reported | Array 6__ear vestibular",1.0,91552,99.92,"Non-cancer illness code, self-reported | Array 6__ear vestibular < 0.23"
"Non-cancer illness code, self-reported | Array 6 allergic",0.0,0.02203,0.008,0.008,1,2e-05,"Non-cancer illness code, self-reported | Array 6__allergic",1.0,91489,99.81,"Non-cancer illness code, self-reported | Array 6__allergic < 0.22"
Treatment/medication code | Array 0 diazepam,0.0,0.13961,-0.005,-0.005,1,2e-05,Treatment/medication code | Array 0__diazepam,1.0,91538,99.98,Treatment/medication code | Array 0__diazepam < 0.44
Treatment/medication code | Array 0 detrusitol 1mg,0.0,0.02699,-0.007,-0.007,1,5e-05,Treatment/medication code | Array 0__detrusitol 1mg,1.0,91546,100.0,Treatment/medication code | Array 0__detrusitol 1mg < 0.27
Treatment/medication code | Array 0 detrusitol,0.0,0.02699,-0.007,-0.007,1,5e-05,Treatment/medication code | Array 0__detrusitol,1.0,91546,100.0,Treatment/medication code | Array 0__detrusitol < 0.27
Treatment/medication code | Array 0 dermovate cream,0.0,0.12157,-0.005,-0.005,1,2e-05,Treatment/medication code | Array 0__dermovate cream,1.0,91551,99.99,Treatment/medication code | Array 0__dermovate cream < 0.32
Treatment/medication code | Array 0 elleste,0.0,0.11841,-0.005,-0.005,1,3e-05,Treatment/medication code | Array 0__elleste,1.0,91550,99.99,Treatment/medication code | Array 0__elleste < 0.29
Treatment/medication code | Array 0 dutasteride,0.0,0.12157,-0.005,-0.005,1,2e-05,Treatment/medication code | Array 0__dutasteride,1.0,91551,99.99,Treatment/medication code | Array 0__dutasteride < 0.50
Treatment/medication code | Array 0 diprobase,0.0,0.1971,-0.004,-0.004,1,1e-05,Treatment/medication code | Array 0__diprobase,1.0,91558,99.99,Treatment/medication code | Array 0__diprobase < 0.38
Treatment/medication code | Array 0 calcium vitamin,0.0,0.01742,-0.008,-0.008,1,4e-05,Treatment/medication code | Array 0__calcium vitamin,1.0,91488,99.97,Treatment/medication code | Array 0__calcium vitamin < 0.21
Treatment/medication code | Array 0 calcium salts,0.0,0.0792,-0.006,-0.006,1,2e-05,Treatment/medication code | Array 0__calcium salts,1.0,91460,99.92,Treatment/medication code | Array 0__calcium salts < 0.30
Treatment/medication code | Array 0 calcipotriol,0.0,0.05008,-0.007,-0.007,1,4e-05,Treatment/medication code | Array 0__calcipotriol,1.0,91555,100.0,Treatment/medication code | Array 0__calcipotriol < 0.37
Treatment/medication code | Array 0 bumetanide,0.0,0.00107,0.01,0.01,1,5e-05,Treatment/medication code | Array 0__bumetanide,1.0,91560,99.91,Treatment/medication code | Array 0__bumetanide < 0.23
Treatment/medication code | Array 0 celebrex,0.0,0.0449,0.007,0.007,1,3e-05,Treatment/medication code | Array 0__celebrex,1.0,91524,99.87,Treatment/medication code | Array 0__celebrex < 0.24
Treatment/medication code | Array 0 carbamazepine,0.0,0.00637,-0.009,-0.009,1,8e-05,Treatment/medication code | Array 0__carbamazepine,1.0,91523,100.0,Treatment/medication code | Array 0__carbamazepine < 0.44
Treatment/medication code | Array 0 candesartan,0.0,0.09717,0.005,0.005,1,1e-05,Treatment/medication code | Array 0__candesartan,1.0,91269,99.55,Treatment/medication code | Array 0__candesartan < 0.29
Treatment/medication code | Array 0 chondroitin,0.0,0.0,-0.017,-0.017,1,0.00018,Treatment/medication code | Array 0__chondroitin,1.0,91018,99.77,Treatment/medication code | Array 0__chondroitin < 0.31
Treatment/medication code | Array 0 cetirizine,0.0,0.09904,-0.005,-0.005,1,2e-05,Treatment/medication code | Array 0__cetirizine,1.0,91146,99.63,Treatment/medication code | Array 0__cetirizine < 0.22
Treatment/medication code | Array 0 cod,0.0,0.0,-0.023,-0.023,1,0.00032,Treatment/medication code | Array 0__cod,1.01,89281,98.58,Treatment/medication code | Array 0__cod < 0.19
Treatment/medication code | Array 0 chondroitin product,0.0,0.0,-0.017,-0.017,1,0.00018,Treatment/medication code | Array 0__chondroitin product,1.0,91018,99.77,Treatment/medication code | Array 0__chondroitin product < 0.31
Age angina diagnosed_46,0.0,0.16824,0.005,0.005,1,1e-05,Age angina diagnosed_46,1.0,91466,99.81,Age angina diagnosed_46 < 0.50
Age angina diagnosed_45,0.0,0.02971,0.007,0.007,1,2e-05,Age angina diagnosed_45,1.0,91359,99.64,Age angina diagnosed_45 < 0.50
Age angina diagnosed_59,0.0,0.06078,0.006,0.006,1,2e-05,Age angina diagnosed_59,1.0,91339,99.63,Age angina diagnosed_59 < 0.50
Age angina diagnosed_58,0.0,0.06001,0.006,0.006,1,2e-05,Age angina diagnosed_58,1.0,91262,99.53,Age angina diagnosed_58 < 0.50
Age angina diagnosed_57,0.0,0.03939,0.007,0.007,1,2e-05,Age angina diagnosed_57,1.0,91363,99.65,Age angina diagnosed_57 < 0.50
Age angina diagnosed_55,0.0,9e-05,0.013,0.013,1,7e-05,Age angina diagnosed_55,1.0,91224,99.36,Age angina diagnosed_55 < 0.50
Age angina diagnosed_53,0.0,0.09305,0.006,0.006,1,1e-05,Age angina diagnosed_53,1.0,91391,99.71,Age angina diagnosed_53 < 0.50
Age angina diagnosed_52,0.0,0.00227,0.01,0.01,1,4e-05,Age angina diagnosed_52,1.0,91328,99.55,Age angina diagnosed_52 < 0.50
Age angina diagnosed_66,0.0,0.04665,0.007,0.007,1,2e-05,Age angina diagnosed_66,1.0,91505,99.85,Age angina diagnosed_66 < 0.50
Age angina diagnosed_64,0.0,0.06964,0.006,0.006,1,2e-05,Age angina diagnosed_64,1.0,91429,99.75,Age angina diagnosed_64 < 0.50
Age angina diagnosed_61,0.0,0.12037,0.005,0.005,1,1e-05,Age angina diagnosed_61,1.0,91395,99.72,Age angina diagnosed_61 < 0.50
Treatment/medication code | Array 0 dicloflex 25mg,0.0,0.10237,0.005,0.005,1,1e-05,Treatment/medication code | Array 0__dicloflex 25mg,1.0,91536,99.9,Treatment/medication code | Array 0__dicloflex 25mg < 0.26
Age angina diagnosed_None,0.0,0.0,-0.042,-0.042,1,0.00079,Age angina diagnosed_None,1.48,6006,9.67,Age angina diagnosed_None < 0.50
Age angina diagnosed_Do not know,0.0,0.00033,0.012,0.012,1,6e-05,Age angina diagnosed_Do not know,1.0,91287,99.47,Age angina diagnosed_Do not know < 0.50
Treatment/medication code | Array 0 coenzyme q10,0.0,0.02153,-0.008,-0.008,1,4e-05,Treatment/medication code | Array 0__coenzyme q10,1.0,91524,99.99,Treatment/medication code | Array 0__coenzyme q10 < 0.13
Treatment/medication code | Array 0 coenzyme,0.0,0.02153,-0.008,-0.008,1,4e-05,Treatment/medication code | Array 0__coenzyme,1.0,91524,99.99,Treatment/medication code | Array 0__coenzyme < 0.13
Treatment/medication code | Array 0 codamol,0.0,0.07542,-0.006,-0.006,1,2e-05,Treatment/medication code | Array 0__codamol,1.0,90658,99.16,Treatment/medication code | Array 0__codamol < 0.50
Treatment/medication code | Array 0 cod liver,0.0,0.0,-0.023,-0.023,1,0.00032,Treatment/medication code | Array 0__cod liver,1.01,89281,98.58,Treatment/medication code | Array 0__cod liver < 0.19
Treatment/medication code | Array 0 dermovate,0.0,0.12157,-0.005,-0.005,1,2e-05,Treatment/medication code | Array 0__dermovate,1.0,91551,99.99,Treatment/medication code | Array 0__dermovate < 0.32
Treatment/medication code | Array 0 d3,0.0,0.14129,-0.005,-0.005,1,1e-05,Treatment/medication code | Array 0__d3,1.0,90963,99.43,Treatment/medication code | Array 0__d3 < 0.15
Treatment/medication code | Array 0 crushable tablet,0.0,0.1597,-0.005,-0.005,1,1e-05,Treatment/medication code | Array 0__crushable tablet,1.0,91513,99.96,Treatment/medication code | Array 0__crushable tablet < 0.20
Treatment/medication code | Array 0 crushable,0.0,0.1597,-0.005,-0.005,1,1e-05,Treatment/medication code | Array 0__crushable,1.0,91513,99.96,Treatment/medication code | Array 0__crushable < 0.20
Treatment/medication code | Array 0 cream,0.0,0.00302,-0.009,-0.009,1,0.00011,Treatment/medication code | Array 0__cream,1.0,90977,99.55,Treatment/medication code | Array 0__cream < 0.36
Age high blood pressure diagnosed_22,0.0,0.06863,0.006,0.006,1,2e-05,Age high blood pressure diagnosed_22,1.0,91539,99.9,Age high blood pressure diagnosed_22 < 0.50
Age high blood pressure diagnosed_45,0.0,0.0,0.03,0.03,1,0.00039,Age high blood pressure diagnosed_45,1.59,2048,3.56,Age high blood pressure diagnosed_45 >= 0.50
Age high blood pressure diagnosed_44,0.0,4e-05,0.014,0.014,1,8e-05,Age high blood pressure diagnosed_44,1.0,91164,99.26,Age high blood pressure diagnosed_44 < 0.50
Age high blood pressure diagnosed_43,0.0,0.0,0.016,0.016,1,0.0001,Age high blood pressure diagnosed_43,1.0,91216,99.29,Age high blood pressure diagnosed_43 < 0.50
Age high blood pressure diagnosed_42,0.0,2e-05,0.014,0.014,1,9e-05,Age high blood pressure diagnosed_42,1.0,90995,99.01,Age high blood pressure diagnosed_42 < 0.50
Age high blood pressure diagnosed_55,0.0,0.0,0.024,0.024,1,0.00026,Age high blood pressure diagnosed_55,1.41,2779,4.28,Age high blood pressure diagnosed_55 >= 0.50
Age high blood pressure diagnosed_54,0.0,0.01574,0.008,0.008,1,3e-05,Age high blood pressure diagnosed_54,1.23,975,1.31,Age high blood pressure diagnosed_54 >= 0.50
Age high blood pressure diagnosed_52,0.0,2e-05,0.014,0.014,1,9e-05,Age high blood pressure diagnosed_52,1.35,1278,1.89,Age high blood pressure diagnosed_52 >= 0.50
Age high blood pressure diagnosed_50,0.0,0.0,0.029,0.029,1,0.00038,Age high blood pressure diagnosed_50,1.44,3469,5.45,Age high blood pressure diagnosed_50 >= 0.50
Age high blood pressure diagnosed_49,0.0,0.00051,0.011,0.011,1,6e-05,Age high blood pressure diagnosed_49,1.0,91002,99.08,Age high blood pressure diagnosed_49 < 0.50
Age angina diagnosed_50,0.0,0.00152,0.01,0.01,1,5e-05,Age angina diagnosed_50,1.0,91206,99.38,Age angina diagnosed_50 < 0.50
Treatment/medication code | Array 0 adizem xl,0.0,0.15749,0.005,0.005,1,1e-05,Treatment/medication code | Array 0__adizem xl,1.0,91467,99.81,Treatment/medication code | Array 0__adizem xl < 0.20
Treatment/medication code | Array 0 adizem 60,0.0,0.01091,0.008,0.008,1,3e-05,Treatment/medication code | Array 0__adizem 60,1.0,91435,99.73,Treatment/medication code | Array 0__adizem 60 < 0.25
Treatment/medication code | Array 0 amias 2mg,0.0,0.01376,0.008,0.008,1,3e-05,Treatment/medication code | Array 0__amias 2mg,1.0,91448,99.75,Treatment/medication code | Array 0__amias 2mg < 0.25
Treatment/medication code | Array 0 amias,0.0,0.01376,0.008,0.008,1,3e-05,Treatment/medication code | Array 0__amias,1.0,91448,99.75,Treatment/medication code | Array 0__amias < 0.25
Treatment/medication code | Array 0 aloe vera,0.0,0.07531,-0.006,-0.006,1,2e-05,Treatment/medication code | Array 0__aloe vera,1.0,91528,99.98,Treatment/medication code | Array 0__aloe vera < 0.24
Treatment/medication code | Array 0 aloe,0.0,0.07531,-0.006,-0.006,1,2e-05,Treatment/medication code | Array 0__aloe,1.0,91528,99.98,Treatment/medication code | Array 0__aloe < 0.24
Treatment/medication code | Array 0 anadin tablet,0.0,0.11377,-0.005,-0.005,1,2e-05,Treatment/medication code | Array 0__anadin tablet,1.0,91550,99.99,Treatment/medication code | Array 0__anadin tablet < 0.34
Treatment/medication code | Array 0 anadin,0.0,0.101,-0.005,-0.005,1,2e-05,Treatment/medication code | Array 0__anadin,1.0,91548,99.99,Treatment/medication code | Array 0__anadin < 0.27
Treatment/medication code | Array 0 aqueous nasal,0.0,0.00048,-0.012,-0.012,1,0.0001,Treatment/medication code | Array 0__aqueous nasal,1.0,91327,99.9,Treatment/medication code | Array 0__aqueous nasal < 0.17
Treatment/medication code | Array 0 aqueous,0.0,0.02441,-0.008,-0.008,1,0.0001,Treatment/medication code | Array 0__aqueous,1.0,91236,99.77,Treatment/medication code | Array 0__aqueous < 0.16
Treatment/medication code | Array 0 asacol 400mg,0.0,0.16163,-0.005,-0.005,1,1e-05,Treatment/medication code | Array 0__asacol 400mg,1.0,91475,99.92,Treatment/medication code | Array 0__asacol 400mg < 0.25
Treatment/medication code | Array 0 asacol,0.0,0.13079,-0.005,-0.005,1,1e-05,Treatment/medication code | Array 0__asacol,1.0,91434,99.89,Treatment/medication code | Array 0__asacol < 0.19
Treatment/medication code | Array 0 b12,0.0,0.17826,-0.004,-0.004,1,2e-05,Treatment/medication code | Array 0__b12,1.0,91521,99.96,Treatment/medication code | Array 0__b12 < 0.21
Treatment/medication code | Array 0 betamethasone,0.0,0.15668,-0.005,-0.005,1,2e-05,Treatment/medication code | Array 0__betamethasone,1.0,91510,99.96,Treatment/medication code | Array 0__betamethasone < 0.34
Treatment/medication code | Array 0 becotide 50,0.0,0.0238,-0.007,-0.007,1,3e-05,Treatment/medication code | Array 0__becotide 50,1.0,91281,99.79,Treatment/medication code | Array 0__becotide 50 < 0.24
Treatment/medication code | Array 0 becotide,0.0,0.0238,-0.007,-0.007,1,3e-05,Treatment/medication code | Array 0__becotide,1.0,91281,99.79,Treatment/medication code | Array 0__becotide < 0.24
Treatment/medication code | Array 0 beconase 50micrograms,0.0,0.02007,-0.008,-0.008,1,3e-05,Treatment/medication code | Array 0__beconase 50micrograms,1.0,91252,99.77,Treatment/medication code | Array 0__beconase 50micrograms < 0.20
Age high blood pressure diagnosed_46,0.0,0.00834,0.009,0.009,1,3e-05,Age high blood pressure diagnosed_46,1.0,91087,99.26,Age high blood pressure diagnosed_46 < 0.50
