name,feature_importance,p_val,corr,corr_kendal,support,MutualInfoTarget,raw_name,F.Split-Lift (y==1),F.Split-Support,F.Split-Target % Covered,F.Split-Feature Split
Job code at visit counter clerks,0.0,0.02312,0.005,0.005,189607,0.0003,Job code at visit__counter clerks,1.25,818,0.54,Job code at visit__counter clerks >= 0.32
Job code at visit economists,0.0,0.0565,-0.004,-0.004,189607,0.0,Job code at visit__economists,1.0,188651,99.59,Job code at visit__economists < 0.17
Job code at visit economists statisticians,0.0,0.0565,-0.004,-0.004,189607,0.0,Job code at visit__economists statisticians,1.0,188651,99.59,Job code at visit__economists statisticians < 0.17
Job code at visit chartered secretaries,0.0,0.03359,-0.005,-0.005,189607,0.0,Job code at visit__chartered secretaries,1.0,188529,99.55,Job code at visit__chartered secretaries < 0.22
Job code at visit chartered certified,0.0,0.00074,-0.008,-0.008,189607,0.0,Job code at visit__chartered certified,1.0,188866,99.76,Job code at visit__chartered certified < 0.23
Job code at visit actuaries,0.0,0.0565,-0.004,-0.004,189607,0.0,Job code at visit__actuaries,1.0,188651,99.59,Job code at visit__actuaries < 0.17
Job code at visit actuaries economists,0.0,0.0565,-0.004,-0.004,189607,0.0,Job code at visit__actuaries economists,1.0,188651,99.59,Job code at visit__actuaries economists < 0.17
Job code at visit assistants,0.0,0.0078,0.006,0.006,189607,0.0,Job code at visit__assistants,1.2,942,0.6,0.25 <= Job code at visit__assistants < 0.27
Job code at visit auxiliaries,0.0,0.04852,0.005,0.005,189607,0.00037,Job code at visit__auxiliaries,1.2,942,0.6,Job code at visit__auxiliaries >= 0.24
Job code at visit auxiliaries assistants,0.0,0.04852,0.005,0.005,189607,0.00016,Job code at visit__auxiliaries assistants,1.2,942,0.6,Job code at visit__auxiliaries assistants >= 0.24
Job code at visit certified,0.0,0.00074,-0.008,-0.008,189607,0.00034,Job code at visit__certified,1.0,188866,99.76,Job code at visit__certified < 0.23
Job code at visit certified accountants,0.0,0.00074,-0.008,-0.008,189607,0.00012,Job code at visit__certified accountants,1.0,188866,99.76,Job code at visit__certified accountants < 0.23
Job code at visit chartered,0.0,0.00015,-0.009,-0.009,189607,0.00066,Job code at visit__chartered,1.0,187321,99.09,Job code at visit__chartered < 0.16
Job code at visit education,0.0,0.0,-0.013,-0.012,189607,0.00114,Job code at visit__education,1.01,180171,95.89,Job code at visit__education < 0.15
Job code at visit maintenance managers,0.0,0.00014,-0.009,-0.009,189607,0.0,Job code at visit__maintenance managers,1.0,187458,99.16,Job code at visit__maintenance managers < 0.20
Job code at visit industrial trainers,0.0,0.042,-0.005,-0.005,189607,0.00059,Job code at visit__industrial trainers,1.0,188922,99.73,Job code at visit__industrial trainers < 0.20
Job code at visit information,0.0,0.00227,-0.007,-0.007,189607,2e-05,Job code at visit__information,1.0,188481,99.58,Job code at visit__information < 0.20
Job code at visit information communication,0.0,0.00227,-0.007,-0.007,189607,0.0,Job code at visit__information communication,1.0,188481,99.58,Job code at visit__information communication < 0.20
Job code at visit judges,0.0,0.00011,-0.009,-0.009,189607,0.00044,Job code at visit__judges,1.0,188813,99.76,Job code at visit__judges < 0.19
Job code at visit judges coroners,0.0,0.00011,-0.009,-0.009,189607,0.0,Job code at visit__judges coroners,1.0,188813,99.76,Job code at visit__judges coroners < 0.19
Job code at visit electrical fitters,0.0,0.03797,-0.005,-0.005,189607,0.0,Job code at visit__electrical fitters,1.0,188756,99.65,Job code at visit__electrical fitters < 0.23
Job code at visit lawyers,0.0,0.00011,-0.009,-0.009,189607,0.0,Job code at visit__lawyers,1.0,188813,99.76,Job code at visit__lawyers < 0.19
Job code at visit lawyers judges,0.0,0.00011,-0.009,-0.009,189607,0.0,Job code at visit__lawyers judges,1.0,188813,99.76,Job code at visit__lawyers judges < 0.19
Job code at visit machine,0.0,0.03918,-0.005,-0.005,189607,0.00065,Job code at visit__machine,1.0,188850,99.69,Job code at visit__machine < 0.22
Job code at visit machine operatives,0.0,0.02981,-0.005,-0.005,189607,0.0,Job code at visit__machine operatives,1.0,188985,99.76,Job code at visit__machine operatives < 0.23
Job code at visit maintenance,0.0,0.0001,-0.009,-0.009,189607,0.0,Job code at visit__maintenance,1.0,186392,98.67,Job code at visit__maintenance < 0.15
Job code at visit electricians electrical,0.0,0.03797,-0.005,-0.005,189607,0.0,Job code at visit__electricians electrical,1.0,188756,99.65,Job code at visit__electricians electrical < 0.23
Job code at visit financial,0.0,0.00012,-0.007,-0.007,189607,0.00014,Job code at visit__financial,1.0,184793,97.82,Job code at visit__financial < 0.13
Job code at visit financial managers,0.0,0.03359,-0.005,-0.005,189607,0.00062,Job code at visit__financial managers,1.0,188529,99.55,Job code at visit__financial managers < 0.22
Job code at visit fitters,0.0,0.00123,-0.007,-0.007,189607,0.00128,Job code at visit__fitters,1.0,187615,99.16,Job code at visit__fitters < 0.16
Job code at visit higher,0.0,7e-05,-0.009,-0.009,189607,0.0003,Job code at visit__higher,1.0,188030,99.43,Job code at visit__higher < 0.24
Job code at visit higher education,0.0,7e-05,-0.009,-0.009,189607,0.0004,Job code at visit__higher education,1.0,188030,99.43,Job code at visit__higher education < 0.24
"Non-cancer illness code, self-reported | Array 3 panic",0.0,0.00511,0.006,0.006,189607,0.0,"Non-cancer illness code, self-reported | Array 3__panic",1.45,387,0.3,"Non-cancer illness code, self-reported | Array 3__panic >= 0.22"
"Non-cancer illness code, self-reported | Array 3 panic attacks",0.0,0.00511,0.006,0.006,189607,0.0,"Non-cancer illness code, self-reported | Array 3__panic attacks",1.45,387,0.3,"Non-cancer illness code, self-reported | Array 3__panic attacks >= 0.22"
"Non-cancer illness code, self-reported | Array 3 pneumonia",0.0,0.04404,0.005,0.005,189607,0.0,"Non-cancer illness code, self-reported | Array 3__pneumonia",1.34,344,0.24,"Non-cancer illness code, self-reported | Array 3__pneumonia >= 0.50"
"Non-cancer illness code, self-reported | Array 3 pneumothorax",0.0,0.02423,0.005,0.005,189607,0.00048,"Non-cancer illness code, self-reported | Array 3__pneumothorax",1.0,189543,99.94,"Non-cancer illness code, self-reported | Array 3__pneumothorax < 0.50"
"Non-cancer illness code, self-reported | Array 3 problem",0.0,0.00412,0.009,0.009,189607,0.0,"Non-cancer illness code, self-reported | Array 3__problem",1.32,1361,0.95,"0.11 <= Non-cancer illness code, self-reported | Array 3__problem < 0.62"
"Non-cancer illness code, self-reported | Array 3 osteoarthritis",0.0,5e-05,0.009,0.009,189607,0.00041,"Non-cancer illness code, self-reported | Array 3__osteoarthritis",1.25,2544,1.68,"Non-cancer illness code, self-reported | Array 3__osteoarthritis >= 0.50"
"Non-cancer illness code, self-reported | Array 3 prolapse uterine",0.0,0.01639,0.006,0.006,189607,0.0,"Non-cancer illness code, self-reported | Array 3__prolapse uterine",1.51,218,0.17,"Non-cancer illness code, self-reported | Array 3__prolapse uterine >= 0.17"
"Non-cancer illness code, self-reported | Array 3 prostate",0.0,0.00891,0.006,0.006,189607,0.0,"Non-cancer illness code, self-reported | Array 3__prostate",1.41,344,0.26,"Non-cancer illness code, self-reported | Array 3__prostate >= 0.55"
"Non-cancer illness code, self-reported | Array 3 osteoporosis",0.0,0.00161,0.007,0.007,189607,0.0,"Non-cancer illness code, self-reported | Array 3__osteoporosis",1.51,387,0.31,"Non-cancer illness code, self-reported | Array 3__osteoporosis >= 0.50"
"Non-cancer illness code, self-reported | Array 3 oesophageal reflux",0.0,0.00493,0.006,0.006,189607,0.00027,"Non-cancer illness code, self-reported | Array 3__oesophageal reflux",1.23,1465,0.95,"Non-cancer illness code, self-reported | Array 3__oesophageal reflux >= 0.14"
"Non-cancer illness code, self-reported | Array 3 kidney",0.0,0.00384,0.007,0.007,189607,0.00082,"Non-cancer illness code, self-reported | Array 3__kidney",1.66,199,0.17,"0.11 <= Non-cancer illness code, self-reported | Array 3__kidney < 0.24"
"Non-cancer illness code, self-reported | Array 3 kidney stone",0.0,0.0033,0.007,0.007,189607,0.00079,"Non-cancer illness code, self-reported | Array 3__kidney stone",1.66,199,0.17,"Non-cancer illness code, self-reported | Array 3__kidney stone >= 0.12"
"Non-cancer illness code, self-reported | Array 3 oesophageal",0.0,0.00092,0.007,0.007,189607,0.00034,"Non-cancer illness code, self-reported | Array 3__oesophageal",1.23,1465,0.95,"0.14 <= Non-cancer illness code, self-reported | Array 3__oesophageal < 0.48"
"Non-cancer illness code, self-reported | Array 3 myxoedema",0.0,0.0069,0.006,0.006,189607,0.0,"Non-cancer illness code, self-reported | Array 3__myxoedema",1.27,967,0.65,"Non-cancer illness code, self-reported | Array 3__myxoedema >= 0.29"
"Non-cancer illness code, self-reported | Array 3 nasal polyps",0.0,0.01107,0.006,0.006,189607,0.00102,"Non-cancer illness code, self-reported | Array 3__nasal polyps",1.69,137,0.12,"Non-cancer illness code, self-reported | Array 3__nasal polyps >= 0.31"
"Non-cancer illness code, self-reported | Array 3 nerve",0.0,0.02398,0.005,0.005,189607,0.00055,"Non-cancer illness code, self-reported | Array 3__nerve",1.63,115,0.1,"Non-cancer illness code, self-reported | Array 3__nerve >= 0.91"
"Non-cancer illness code, self-reported | Array 3 reflux",0.0,0.00493,0.006,0.006,189607,8e-05,"Non-cancer illness code, self-reported | Array 3__reflux",1.23,1465,0.95,"Non-cancer illness code, self-reported | Array 3__reflux >= 0.28"
"Non-cancer illness code, self-reported | Array 3 tissue",0.0,0.05375,0.004,0.004,189607,0.0,"Non-cancer illness code, self-reported | Array 3__tissue",1.44,252,0.19,"Non-cancer illness code, self-reported | Array 3__tissue >= 0.37"
"Non-cancer illness code, self-reported | Array 3 tissue problem",0.0,0.05285,0.004,0.004,189607,0.0,"Non-cancer illness code, self-reported | Array 3__tissue problem",1.4,236,0.17,"Non-cancer illness code, self-reported | Array 3__tissue problem >= 0.21"
"Non-cancer illness code, self-reported | Array 3 type",0.0,0.00637,0.006,0.006,189607,0.0,"Non-cancer illness code, self-reported | Array 3__type",1.64,181,0.16,"Non-cancer illness code, self-reported | Array 3__type >= 0.31"
"Non-cancer illness code, self-reported | Array 3 type diabetes",0.0,0.00637,0.006,0.006,189607,0.0005,"Non-cancer illness code, self-reported | Array 3__type diabetes",1.64,181,0.16,"Non-cancer illness code, self-reported | Array 3__type diabetes >= 0.31"
"Non-cancer illness code, self-reported | Array 3 reflux gord",0.0,0.00493,0.006,0.006,189607,0.00041,"Non-cancer illness code, self-reported | Array 3__reflux gord",1.23,1465,0.95,"Non-cancer illness code, self-reported | Array 3__reflux gord >= 0.14"
"Non-cancer illness code, self-reported | Array 3 unclassifiable",0.0,0.00067,0.008,0.008,189607,0.0,"Non-cancer illness code, self-reported | Array 3__unclassifiable",1.28,1441,0.97,"Non-cancer illness code, self-reported | Array 3__unclassifiable >= 0.50"
"Non-cancer illness code, self-reported | Array 3 ureter",0.0,0.0033,0.007,0.007,189607,0.0,"Non-cancer illness code, self-reported | Array 3__ureter",1.66,199,0.17,"Non-cancer illness code, self-reported | Array 3__ureter >= 0.12"
"Non-cancer illness code, self-reported | Array 3 ureter stone",0.0,0.0033,0.007,0.007,189607,0.0,"Non-cancer illness code, self-reported | Array 3__ureter stone",1.66,199,0.17,"Non-cancer illness code, self-reported | Array 3__ureter stone >= 0.12"
"Non-cancer illness code, self-reported | Array 3 uterine",0.0,0.05569,0.005,0.005,189607,0.00036,"Non-cancer illness code, self-reported | Array 3__uterine",1.51,218,0.17,"0.14 <= Non-cancer illness code, self-reported | Array 3__uterine < 0.42"
"Non-cancer illness code, self-reported | Array 3 uterine prolapse",0.0,0.01639,0.006,0.006,189607,0.0,"Non-cancer illness code, self-reported | Array 3__uterine prolapse",1.51,218,0.17,"Non-cancer illness code, self-reported | Array 3__uterine prolapse >= 0.17"
"Non-cancer illness code, self-reported | Array 3 vaginal",0.0,0.01639,0.006,0.006,189607,0.00066,"Non-cancer illness code, self-reported | Array 3__vaginal",1.51,218,0.17,"Non-cancer illness code, self-reported | Array 3__vaginal >= 0.17"
"Non-cancer illness code, self-reported | Array 3 vaginal prolapse",0.0,0.01639,0.006,0.006,189607,0.00015,"Non-cancer illness code, self-reported | Array 3__vaginal prolapse",1.51,218,0.17,"Non-cancer illness code, self-reported | Array 3__vaginal prolapse >= 0.17"
"Non-cancer illness code, self-reported | Array 3 stones",0.0,0.00056,0.008,0.008,189607,0.0,"Non-cancer illness code, self-reported | Array 3__stones",1.46,557,0.43,"Non-cancer illness code, self-reported | Array 3__stones >= 0.22"
"Non-cancer illness code, self-reported | Array 3 stone ureter",0.0,0.0033,0.007,0.007,189607,0.0,"Non-cancer illness code, self-reported | Array 3__stone ureter",1.66,199,0.17,"Non-cancer illness code, self-reported | Array 3__stone ureter >= 0.12"
"Non-cancer illness code, self-reported | Array 3 stone bladder",0.0,0.0033,0.007,0.007,189607,0.00021,"Non-cancer illness code, self-reported | Array 3__stone bladder",1.66,199,0.17,"Non-cancer illness code, self-reported | Array 3__stone bladder >= 0.12"
"Non-cancer illness code, self-reported | Array 3 rheumatoid",0.0,0.02356,0.005,0.005,189607,0.0,"Non-cancer illness code, self-reported | Array 3__rheumatoid",1.42,286,0.21,"Non-cancer illness code, self-reported | Array 3__rheumatoid >= 0.30"
"Non-cancer illness code, self-reported | Array 3 rheumatoid arthritis",0.0,0.02356,0.005,0.005,189607,0.00061,"Non-cancer illness code, self-reported | Array 3__rheumatoid arthritis",1.42,286,0.21,"Non-cancer illness code, self-reported | Array 3__rheumatoid arthritis >= 0.30"
"Non-cancer illness code, self-reported | Array 3 spondylosis",0.0,0.03256,0.005,0.005,189607,4e-05,"Non-cancer illness code, self-reported | Array 3__spondylosis",1.45,228,0.17,"Non-cancer illness code, self-reported | Array 3__spondylosis >= 0.29"
"Non-cancer illness code, self-reported | Array 3 stomach ulcers",0.0,0.02338,0.005,0.005,189607,0.0,"Non-cancer illness code, self-reported | Array 3__stomach ulcers",1.48,223,0.17,"Non-cancer illness code, self-reported | Array 3__stomach ulcers >= 0.24"
"Non-cancer illness code, self-reported | Array 3 stone",0.0,0.0033,0.007,0.007,189607,0.0,"Non-cancer illness code, self-reported | Array 3__stone",1.66,199,0.17,"Non-cancer illness code, self-reported | Array 3__stone >= 0.37"
"Non-cancer illness code, self-reported | Array 3 disorder",0.0,0.00813,0.006,0.006,189607,0.00032,"Non-cancer illness code, self-reported | Array 3__disorder",1.39,254,0.19,"0.36 <= Non-cancer illness code, self-reported | Array 3__disorder < 0.49"
"Non-cancer illness code, self-reported | Array 3 diverticular",0.0,0.00651,0.006,0.006,189607,0.00037,"Non-cancer illness code, self-reported | Array 3__diverticular",1.45,364,0.28,"Non-cancer illness code, self-reported | Array 3__diverticular >= 0.23"
"Non-cancer illness code, self-reported | Array 3 diverticular disease",0.0,0.00651,0.006,0.006,189607,0.0,"Non-cancer illness code, self-reported | Array 3__diverticular disease",1.45,364,0.28,"Non-cancer illness code, self-reported | Array 3__diverticular disease >= 0.23"
"Non-cancer illness code, self-reported | Array 3 diverticulitis",0.0,0.00651,0.006,0.006,189607,0.0,"Non-cancer illness code, self-reported | Array 3__diverticulitis",1.45,364,0.28,"Non-cancer illness code, self-reported | Array 3__diverticulitis >= 0.23"
"Non-cancer illness code, self-reported | Array 3 duodenal",0.0,0.00237,0.007,0.007,189607,0.00016,"Non-cancer illness code, self-reported | Array 3__duodenal",1.86,124,0.12,"Non-cancer illness code, self-reported | Array 3__duodenal >= 0.29"
"Non-cancer illness code, self-reported | Array 3 duodenal ulcer",0.0,0.00237,0.007,0.007,189607,0.00071,"Non-cancer illness code, self-reported | Array 3__duodenal ulcer",1.86,124,0.12,"Non-cancer illness code, self-reported | Array 3__duodenal ulcer >= 0.29"
"Non-cancer illness code, self-reported | Array 3 dvt",0.0,0.02,0.005,0.005,189607,0.0,"Non-cancer illness code, self-reported | Array 3__dvt",1.59,111,0.09,"Non-cancer illness code, self-reported | Array 3__dvt >= 0.45"
"Non-cancer illness code, self-reported | Array 3 eye",0.0,0.00241,0.007,0.007,189607,0.0,"Non-cancer illness code, self-reported | Array 3__eye",1.42,372,0.28,"0.21 <= Non-cancer illness code, self-reported | Array 3__eye < 0.55"
"Non-cancer illness code, self-reported | Array 3 emphysema",0.0,0.00061,0.008,0.008,189607,0.00053,"Non-cancer illness code, self-reported | Array 3__emphysema",1.76,187,0.17,"Non-cancer illness code, self-reported | Array 3__emphysema >= 0.23"
"Non-cancer illness code, self-reported | Array 3 emphysema chronic",0.0,0.00228,0.007,0.007,189607,0.0,"Non-cancer illness code, self-reported | Array 3__emphysema chronic",1.72,179,0.16,"Non-cancer illness code, self-reported | Array 3__emphysema chronic >= 0.23"
"Non-cancer illness code, self-reported | Array 3 endometriosis",0.0,0.00808,0.006,0.006,189607,2e-05,"Non-cancer illness code, self-reported | Array 3__endometriosis",1.6,192,0.16,"Non-cancer illness code, self-reported | Array 3__endometriosis >= 0.50"
"Non-cancer illness code, self-reported | Array 3 enlarged",0.0,0.01689,0.005,0.005,189607,0.0,"Non-cancer illness code, self-reported | Array 3__enlarged",1.41,344,0.26,"Non-cancer illness code, self-reported | Array 3__enlarged >= 0.29"
"Non-cancer illness code, self-reported | Array 3 enlarged prostate",0.0,0.01689,0.005,0.005,189607,0.00101,"Non-cancer illness code, self-reported | Array 3__enlarged prostate",1.41,344,0.26,"Non-cancer illness code, self-reported | Array 3__enlarged prostate >= 0.29"
"Non-cancer illness code, self-reported | Array 3 disease diverticulitis",0.0,0.00651,0.006,0.006,189607,0.00019,"Non-cancer illness code, self-reported | Array 3__disease diverticulitis",1.45,364,0.28,"Non-cancer illness code, self-reported | Array 3__disease diverticulitis >= 0.23"
"Non-cancer illness code, self-reported | Array 3 disease",0.0,0.00096,0.008,0.008,189607,0.00059,"Non-cancer illness code, self-reported | Array 3__disease",1.45,364,0.28,"0.38 <= Non-cancer illness code, self-reported | Array 3__disease < 0.45"
"Non-cancer illness code, self-reported | Array 3 cholelithiasis",0.0,0.00056,0.008,0.008,189607,0.0,"Non-cancer illness code, self-reported | Array 3__cholelithiasis",1.46,557,0.43,"Non-cancer illness code, self-reported | Array 3__cholelithiasis >= 0.22"
"Non-cancer illness code, self-reported | Array 3 cholelithiasis gall",0.0,0.00056,0.008,0.008,189607,0.00112,"Non-cancer illness code, self-reported | Array 3__cholelithiasis gall",1.46,557,0.43,"Non-cancer illness code, self-reported | Array 3__cholelithiasis gall >= 0.22"
"Non-cancer illness code, self-reported | Array 3 cholesterol",0.0,0.00594,0.006,0.006,189607,0.00016,"Non-cancer illness code, self-reported | Array 3__cholesterol",1.14,4040,2.42,"Non-cancer illness code, self-reported | Array 3__cholesterol >= 0.29"
"Non-cancer illness code, self-reported | Array 3 chronic bronchitis",0.0,0.00228,0.007,0.007,189607,0.0,"Non-cancer illness code, self-reported | Array 3__chronic bronchitis",1.72,179,0.16,"Non-cancer illness code, self-reported | Array 3__chronic bronchitis >= 0.23"
"Non-cancer illness code, self-reported | Array 3 cysts",0.0,0.04198,0.004,0.004,189607,0.0,"Non-cancer illness code, self-reported | Array 3__cysts",1.62,95,0.08,"Non-cancer illness code, self-reported | Array 3__cysts >= 0.56"
"Non-cancer illness code, self-reported | Array 3 depression",0.0,1e-05,0.01,0.01,189607,0.00047,"Non-cancer illness code, self-reported | Array 3__depression",1.36,1594,1.14,"Non-cancer illness code, self-reported | Array 3__depression >= 0.84"
"Non-cancer illness code, self-reported | Array 3 diabetes",0.0,0.0,0.014,0.014,189607,0.0003,"Non-cancer illness code, self-reported | Array 3__diabetes",1.64,181,0.16,"0.24 <= Non-cancer illness code, self-reported | Array 3__diabetes < 0.74"
"Non-cancer illness code, self-reported | Array 3 epilepsy",0.0,0.02951,0.005,0.005,189607,0.00013,"Non-cancer illness code, self-reported | Array 3__epilepsy",1.62,122,0.1,"Non-cancer illness code, self-reported | Array 3__epilepsy >= 0.50"
"Non-cancer illness code, self-reported | Array 3 high cholesterol",0.0,0.00594,0.006,0.006,189607,0.00088,"Non-cancer illness code, self-reported | Array 3__high cholesterol",1.14,4040,2.42,"Non-cancer illness code, self-reported | Array 3__high cholesterol >= 0.29"
"Non-cancer illness code, self-reported | Array 3 heart",0.0,0.03619,0.005,0.005,189607,0.0,"Non-cancer illness code, self-reported | Array 3__heart",1.68,151,0.13,"0.52 <= Non-cancer illness code, self-reported | Array 3__heart < 0.54"
"Non-cancer illness code, self-reported | Array 3 heart arrhythmia",0.0,0.00864,0.006,0.006,189607,0.00048,"Non-cancer illness code, self-reported | Array 3__heart arrhythmia",1.68,151,0.13,"Non-cancer illness code, self-reported | Array 3__heart arrhythmia >= 0.30"
"Non-cancer illness code, self-reported | Array 3 hiatus",0.0,0.0,0.013,0.013,189607,0.00055,"Non-cancer illness code, self-reported | Array 3__hiatus",1.63,837,0.72,"Non-cancer illness code, self-reported | Array 3__hiatus >= 0.29"
"Non-cancer illness code, self-reported | Array 3 hiatus hernia",0.0,0.0,0.013,0.013,189607,0.00037,"Non-cancer illness code, self-reported | Array 3__hiatus hernia",1.63,837,0.72,"Non-cancer illness code, self-reported | Array 3__hiatus hernia >= 0.29"
"Non-cancer illness code, self-reported | Array 3 high",0.0,0.00594,0.006,0.006,189607,0.00205,"Non-cancer illness code, self-reported | Array 3__high",1.14,4040,2.42,"Non-cancer illness code, self-reported | Array 3__high >= 0.29"
"Non-cancer illness code, self-reported | Array 3 eye eyelid",0.0,0.01951,0.005,0.005,189607,0.0,"Non-cancer illness code, self-reported | Array 3__eye eyelid",1.47,247,0.19,"Non-cancer illness code, self-reported | Array 3__eye eyelid >= 0.24"
"Non-cancer illness code, self-reported | Array 3 hypertension",0.0,0.00766,0.006,0.006,189607,0.00075,"Non-cancer illness code, self-reported | Array 3__hypertension",1.39,467,0.34,"Non-cancer illness code, self-reported | Array 3__hypertension >= 0.50"
"Non-cancer illness code, self-reported | Array 3 hypothyroidism",0.0,0.0069,0.006,0.006,189607,0.00058,"Non-cancer illness code, self-reported | Array 3__hypothyroidism",1.27,967,0.65,"Non-cancer illness code, self-reported | Array 3__hypothyroidism >= 0.29"
"Non-cancer illness code, self-reported | Array 3 hypothyroidism myxoedema",0.0,0.0069,0.006,0.006,189607,0.0,"Non-cancer illness code, self-reported | Array 3__hypothyroidism myxoedema",1.27,967,0.65,"Non-cancer illness code, self-reported | Array 3__hypothyroidism myxoedema >= 0.29"
"Non-cancer illness code, self-reported | Array 3 head",0.0,0.02377,0.005,0.005,189607,0.0008,"Non-cancer illness code, self-reported | Array 3__head",1.67,112,0.1,"Non-cancer illness code, self-reported | Array 3__head >= 0.36"
"Non-cancer illness code, self-reported | Array 3 eyelid",0.0,0.02559,0.005,0.005,189607,0.00094,"Non-cancer illness code, self-reported | Array 3__eyelid",1.45,258,0.2,"Non-cancer illness code, self-reported | Array 3__eyelid >= 0.24"
"Non-cancer illness code, self-reported | Array 3 eyelid problem",0.0,0.01951,0.005,0.005,189607,0.0,"Non-cancer illness code, self-reported | Array 3__eyelid problem",1.47,247,0.19,"Non-cancer illness code, self-reported | Array 3__eyelid problem >= 0.24"
"Non-cancer illness code, self-reported | Array 3 fever",0.0,0.00713,0.006,0.006,189607,2e-05,"Non-cancer illness code, self-reported | Array 3__fever",1.72,141,0.13,"Non-cancer illness code, self-reported | Array 3__fever >= 0.50"
"Non-cancer illness code, self-reported | Array 3 gall stones",0.0,0.00056,0.008,0.008,189607,0.0,"Non-cancer illness code, self-reported | Array 3__gall stones",1.46,557,0.43,"Non-cancer illness code, self-reported | Array 3__gall stones >= 0.22"
"Non-cancer illness code, self-reported | Array 3 gastric",0.0,0.00026,0.008,0.008,189607,0.00018,"Non-cancer illness code, self-reported | Array 3__gastric",1.48,223,0.17,"0.31 <= Non-cancer illness code, self-reported | Array 3__gastric < 0.67"
"Non-cancer illness code, self-reported | Array 3 gastric reflux",0.0,0.00493,0.006,0.006,189607,0.00034,"Non-cancer illness code, self-reported | Array 3__gastric reflux",1.23,1465,0.95,"Non-cancer illness code, self-reported | Array 3__gastric reflux >= 0.14"
"Non-cancer illness code, self-reported | Array 3 gastric stomach",0.0,0.02338,0.005,0.005,189607,5e-05,"Non-cancer illness code, self-reported | Array 3__gastric stomach",1.48,223,0.17,"Non-cancer illness code, self-reported | Array 3__gastric stomach >= 0.24"
"Non-cancer illness code, self-reported | Array 3 gastro",0.0,0.00493,0.006,0.006,189607,0.0,"Non-cancer illness code, self-reported | Array 3__gastro",1.23,1465,0.95,"Non-cancer illness code, self-reported | Array 3__gastro >= 0.14"
"Non-cancer illness code, self-reported | Array 3 gastro oesophageal",0.0,0.00493,0.006,0.006,189607,0.00027,"Non-cancer illness code, self-reported | Array 3__gastro oesophageal",1.23,1465,0.95,"Non-cancer illness code, self-reported | Array 3__gastro oesophageal >= 0.14"
"Non-cancer illness code, self-reported | Array 3 glaucoma",0.0,0.01568,0.006,0.006,189607,0.00041,"Non-cancer illness code, self-reported | Array 3__glaucoma",1.54,200,0.16,"Non-cancer illness code, self-reported | Array 3__glaucoma >= 0.50"
"Non-cancer illness code, self-reported | Array 3 gord",0.0,0.00493,0.006,0.006,189607,0.00094,"Non-cancer illness code, self-reported | Array 3__gord",1.23,1465,0.95,"Non-cancer illness code, self-reported | Array 3__gord >= 0.14"
"Non-cancer illness code, self-reported | Array 3 gord gastric",0.0,0.00493,0.006,0.006,189607,0.00013,"Non-cancer illness code, self-reported | Array 3__gord gastric",1.23,1465,0.95,"Non-cancer illness code, self-reported | Array 3__gord gastric >= 0.14"
"Non-cancer illness code, self-reported | Array 3 gout",0.0,0.05664,0.004,0.004,189607,0.00032,"Non-cancer illness code, self-reported | Array 3__gout",1.29,445,0.3,"Non-cancer illness code, self-reported | Array 3__gout >= 0.50"
"Non-cancer illness code, self-reported | Array 1 panic",0.0,0.04688,0.005,0.005,189607,0.0007,"Non-cancer illness code, self-reported | Array 1__panic",1.23,752,0.49,"Non-cancer illness code, self-reported | Array 1__panic >= 0.22"
"Non-cancer illness code, self-reported | Array 1 panic attacks",0.0,0.04688,0.005,0.005,189607,0.0003,"Non-cancer illness code, self-reported | Array 1__panic attacks",1.23,752,0.49,"Non-cancer illness code, self-reported | Array 1__panic attacks >= 0.22"
"Non-cancer illness code, self-reported | Array 1 problem",0.0,0.04171,0.002,0.002,189607,0.0004,"Non-cancer illness code, self-reported | Array 1__problem",1.24,1361,0.89,"Non-cancer illness code, self-reported | Array 1__problem >= 0.63"
"Non-cancer illness code, self-reported | Array 1 reflux",0.0,1e-05,0.01,0.01,189607,0.0,"Non-cancer illness code, self-reported | Array 1__reflux",1.28,2586,1.74,"Non-cancer illness code, self-reported | Array 1__reflux >= 0.28"
"Non-cancer illness code, self-reported | Array 1 reflux gord",0.0,1e-05,0.01,0.01,189607,0.00059,"Non-cancer illness code, self-reported | Array 1__reflux gord",1.28,2586,1.74,"Non-cancer illness code, self-reported | Array 1__reflux gord >= 0.14"
"Non-cancer illness code, self-reported | Array 1 osteoarthritis",0.0,0.02166,0.005,0.005,189607,0.0,"Non-cancer illness code, self-reported | Array 1__osteoarthritis",1.09,5855,3.38,"Non-cancer illness code, self-reported | Array 1__osteoarthritis >= 0.50"
"Non-cancer illness code, self-reported | Array 1 kidney stone",0.0,0.00825,0.006,0.006,189607,0.00057,"Non-cancer illness code, self-reported | Array 1__kidney stone",1.39,450,0.33,"Non-cancer illness code, self-reported | Array 1__kidney stone >= 0.12"
"Non-cancer illness code, self-reported | Array 1 kidney",0.0,0.03111,0.006,0.006,189607,0.0,"Non-cancer illness code, self-reported | Array 1__kidney",1.39,450,0.33,"0.11 <= Non-cancer illness code, self-reported | Array 1__kidney < 0.29"
"Non-cancer illness code, self-reported | Array 1 oesophageal reflux",0.0,1e-05,0.01,0.01,189607,0.00058,"Non-cancer illness code, self-reported | Array 1__oesophageal reflux",1.28,2586,1.74,"Non-cancer illness code, self-reported | Array 1__oesophageal reflux >= 0.14"
