feature_name,cui,cui_nomenclature,cui_def,KG_Hits,sim_score,feature_level_min_kg_hits,feature_level_sum_kg_hits,feature_level_avg_kg_hits,feature_importance,p_val,corr,MutualInfoTarget,raw_name,sim_score_target_feat,sim_score_target_cui,shortest_path_length,simple_path_length,norm_path_length
Cellulitis and abscess of arm/hand,C0007642,Cellulitis,"Cellulitis. An acute, diffuse, and suppurative inflammation of loose connective tissue, particularly the deep subcutaneous tissues, and sometimes muscle, which is most commonly seen as a result of infection of a wound, ulcer, or other skin lesions.",0,0.667,0.0,0.0,0.0,0.0053,0.4137,0.005,0.0004,Cellulitis and abscess of arm/hand,0.19,0.19,2,143,0.3
Cellulitis and abscess of arm/hand,C0000833,Abscess,"Abscess. Accumulation of purulent material in tissues, organs, or circumscribed spaces, usually associated with signs of infection.",0,0.57,0.0,0.0,0.0,0.0053,0.4137,0.005,0.0004,Cellulitis and abscess of arm/hand,0.19,0.19,2,0,0.0
Z90.4 - Acquired absence of other parts of digestive tract,,,,0,1.0,0.0,0.0,0.0,0.0016,0.9542,0.002,0.0,Z90.4 - Acquired absence of other parts of digestive tract,-0.02,-0.02,2,8,0.03
Malignant neoplasm of other and ill-defined sites within the digestive organs and peritoneum,,,,0,1.0,0.0,0.0,0.0,0.0003,0.7935,0.001,0.0,Malignant neoplasm of other and ill-defined sites within the digestive organs and peritoneum,-0.05,-0.05,2,8,0.03
Alcohol intake frequency. Prefer not to answer,,,,0,1.0,0.0,0.0,0.0,0.0,0.6172,0.002,0.0,Alcohol intake frequency._Prefer not to answer,0.01,0.01,2,8,0.03
Meat substitutes - soy,,,,0,1.0,0.0,0.0,0.0,0.0041,0.7107,0.005,0.0,Meat substitutes - soy,-0.04,-0.04,2,8,0.03
Z90.7 - Acquired absence of genital organ (s),,,,0,1.0,0.0,0.0,0.0,0.0001,0.8978,0.0,0.0,Z90.7 - Acquired absence of genital organ(s),0.09,0.09,2,8,0.03
Delirium due to conditions classified elsewhere,,,,0,1.0,0.0,0.0,0.0,0.0007,0.5497,-0.001,0.0003,Delirium due to conditions classified elsewhere,0.13,0.13,2,8,0.03
Redundant prepuce and phimosis/BXO,,,,0,1.0,0.0,0.0,0.0,0.0006,0.9044,-0.002,0.0009,Redundant prepuce and phimosis/BXO,0.08,0.1,2,8,0.03
M23.23 - Derangement of meniscus due to old tear or injury (Medial collateral ligament or Other and unspecified medial meniscus),,,,0,1.0,0.0,0.0,0.0,0.0002,0.7012,-0.001,0.0006,M23.23 - Derangement of meniscus due to old tear or injury (Medial collateral ligament or Other and unspecified medial meniscus),0.06,0.06,2,8,0.03
Alcohol drinker status Prefer not to answer,,,,0,1.0,0.0,0.0,0.0,0.0,0.8627,0.001,0.0002,Alcohol drinker status_Prefer not to answer,0.02,0.02,2,8,0.03
Other non-epithelial cancer of skin,,,,0,1.0,0.0,0.0,0.0,0.0027,0.7697,-0.001,0.0,Other non-epithelial cancer of skin,0.12,0.14,2,8,0.03
Bipolar disorder status Bipolar Type I (Mania),,,,0,1.0,0.0,0.0,0.0,0.0,0.4574,-0.002,0.0,Bipolar disorder status_Bipolar Type I (Mania),-0.11,-0.11,2,8,0.03
Ever addicted to illicit or recreational drugs infrequent,,,,0,1.0,0.0,0.0,0.0,0.0,0.939,0.0,0.0,Ever addicted to illicit or recreational drugs_infrequent_,0.0,0.0,2,8,0.03
Effects of other external causes,,,,0,1.0,0.0,0.0,0.0,0.0001,0.4062,0.004,0.0,Effects of other external causes,0.11,0.16,2,8,0.03
Age other serious eye condition diagnosed,,,,0,1.0,0.0,0.0,0.0,0.0,0.7937,0.001,0.0,Age other serious eye condition diagnosed_60,0.1,0.16,2,8,0.03
Z86.1 - Personal history of infectious and parasitic diseases,,,,0,1.0,0.0,0.0,0.0,0.0002,0.7924,0.001,0.0003,Z86.1 - Personal history of infectious and parasitic diseases,-0.02,-0.02,2,8,0.03
Z47.0 - Follow-up care involving removal of fracture plate and other internal fixation device,,,,0,1.0,0.0,0.0,0.0,0.0001,0.9248,-0.001,0.0,Z47.0 - Follow-up care involving removal of fracture plate and other internal fixation device,0.09,0.2,2,8,0.03
Septal Deviations/Turbinate Hypertrophy,,,,0,1.0,0.0,0.0,0.0,0.0006,0.6631,0.002,0.0,Septal Deviations/Turbinate Hypertrophy,0.05,0.06,2,8,0.03
Bipolar disorder status Bipolar Type II (Hypomania),,,,0,1.0,0.0,0.0,0.0,0.0,0.4886,-0.002,0.0,Bipolar disorder status_Bipolar Type II (Hypomania),-0.12,-0.12,2,8,0.03
M47.86 - Other spondylosis (Lumbar region),,,,0,1.0,0.0,0.0,0.0,0.0,0.5826,-0.0,0.0,M47.86 - Other spondylosis (Lumbar region),0.05,0.2,2,8,0.03
HSV-1 seropositivity for Herpes Simplex virus-1 False,,,,0,1.0,0.0,0.0,0.0,0.0,0.563,-0.002,0.0,HSV-1 seropositivity for Herpes Simplex virus-1_False,-0.05,-0.05,2,8,0.03
Z12.1 - Special screening examination for neoplasm of intestinal tract,,,,0,1.0,0.0,0.0,0.0,0.0011,0.8508,0.002,0.0004,Z12.1 - Special screening examination for neoplasm of intestinal tract,-0.09,-0.09,2,8,0.03
"Z53.9 - Procedure not carried out, unspecified reason",,,,0,1.0,0.0,0.0,0.0,0.0006,0.9354,-0.001,0.0,"Z53.9 - Procedure not carried out, unspecified reason",-0.03,-0.03,2,8,0.03
Z08.0 - Follow-up examination after surgery for malignant neoplasm,,,,0,1.0,0.0,0.0,0.0,0.0004,0.8243,0.001,0.0,Z08.0 - Follow-up examination after surgery for malignant neoplasm,-0.03,-0.03,2,8,0.03
Z80.0 - Family history of malignant neoplasm of digestive organs,,,,0,1.0,0.0,0.0,0.0,0.0002,0.5222,0.002,0.0,Z80.0 - Family history of malignant neoplasm of digestive organs,-0.02,-0.02,2,8,0.03
Probable recurrent major depression (severe),,,,0,1.0,0.0,0.0,0.0,0.0008,0.4365,0.003,0.0008,Probable recurrent major depression (severe)_Yes,-0.15,-0.15,2,8,0.03
"I48.9 - Atrial fibrillation and atrial flutter, unspecified",,,,0,1.0,0.0,0.0,0.0,0.012,0.5568,0.005,0.0,"I48.9 - Atrial fibrillation and atrial flutter, unspecified",-0.02,0.03,2,8,0.03
Age macular degeneration diagnosed infrequent,,,,0,1.0,0.0,0.0,0.0,0.0,0.578,0.002,0.0005,Age macular degeneration diagnosed_infrequent_,0.06,0.08,2,8,0.03
Age other serious eye condition diagnosed infrequent,,,,0,1.0,0.0,0.0,0.0,0.0,0.4595,0.002,0.0008,Age other serious eye condition diagnosed_infrequent_,0.11,0.11,2,8,0.03
